site,sum_squares,Beta_dispersion,Beta_avg_pairwise,gamma_sum_squares,gamma_dispersion,beta_agg_sum_squares,beta_agg_dispersion,Beta_agg_avg_pairwise,plot_sum_squares,plot_beta_dispersion,plot_avg_pairwise
MOAB_2,20.662124135779095,0.001134222107689471,0.04077564925477384,20.662124135779095,0.001134222107689471,0.1496290838726948,6.740048823094361e-4,0.03108177999204501,14.9253595197649,0.4522836218110576,0.07230395517961197
NIWO_1,73.99007989466624,0.014806900119004651,0.14130545377817377,73.99007989466624,0.014806900119004651,0.5903391686569475,0.009521599494466895,0.11161767233369498,20.227680543854305,0.632115016995447,0.16975498966774294
NIWO_2,239.31453195495314,0.04789164137581612,0.26500023569601633,239.31453195495314,0.04789164137581612,2.1731172956297162,0.03505027896176962,0.22867114566682167,40.661809775887484,1.2706815554964839,0.32208134023003876
OAES_1,15.396194960484914,0.006842753315771073,0.0900752349160418,15.396194960484914,0.006842753315771073,0.06995969521719099,0.0021199907641573025,0.05391025015247405,6.166904342042295,0.1927157606888217,0.06213652342762253
OAES_2,9.058370620094395,0.004025942497819731,0.06938413163901128,9.058370620094395,0.004025942497819731,0.04556904384847944,0.0013808801166205892,0.04290494384824956,4.853611798764968,0.15167536871140525,0.060607433897870586
ONAQ_1,202.4189521877164,0.008122099036502545,0.09380704592292571,202.4189521877164,0.008122099036502545,2.125517445936013,0.007729154348858229,0.09239769431637475,10.00616184310682,0.3032170255486915,0.10109023879632467
ONAQ_2,64.7620713488143,0.0025985904561758406,0.056340377460932844,64.7620713488143,0.0025985904561758406,0.6732940576050986,0.002448342027654904,0.055226175453366756,15.619596541395952,0.47332110731502886,0.09544263226638178
ORNL,858.9524336178516,0.04141525716575948,0.1724147126956178,858.9524336178516,0.04141525716575948,11.32423598759951,0.035836189834175664,0.17708931163767608,10.475099963875397,0.3174272716325878,0.10047097887714533
RMNP_1,437.5829972097256,0.025122459364434815,0.18427932118542145,437.5829972097256,0.025122459364434815,2.9828518937932356,0.013082683744707174,0.1303603823270161,12.370665439239348,0.39905372384643056,0.248692243844241
RMNP_2,470.96854479697396,0.027039186175047306,0.19310831850497792,470.96854479697396,0.027039186175047306,3.2633778454349014,0.014313060725591673,0.13851832074982054,15.56504016214668,0.502098069746667,0.27432217955772065
SCBI_1,31.10751813848663,0.007980379204332127,0.07946113411723342,31.10751813848663,0.007980379204332127,0.28216747134036996,0.004408866739693281,0.06951101058905172,8.120067338155364,0.2460626466107686,0.0871023129367151
SCBI_2,61.35032859211513,0.015738924728608293,0.12036603047723539,61.35032859211513,0.015738924728608293,0.4604361949832278,0.007194315546612934,0.08740700757117481,20.04063720681088,0.6072920365700267,0.1568127586841679
SERC,116.92687439043961,0.02797293645704297,0.14257582318188078,116.92687439043961,0.02797293645704297,0.9915473027545825,0.01287723769811146,0.12419551864562639,12.307406915544782,0.3619825563395524,0.10593551340238724
SJER,12.006432602182292,0.001843456564130553,0.05188644241240234,12.006432602182292,0.001843456564130553,0.09296778514690052,0.0011200937969506085,0.04035390884933783,18.782601039692874,0.5869562824904023,0.13850977625543398
SOAP_1,38.88979773919445,0.018370239839014854,0.15020462700409346,38.88979773919445,0.018370239839014854,0.19140028739445875,0.00736154951517149,0.10241957740486356,19.529329872946423,0.5743920550866595,0.17860488052344484
SOAP_2,46.95335117592232,0.022179192808654852,0.17373128471258997,46.95335117592232,0.022179192808654852,0.2958396579276891,0.011378448381834197,0.125907442124403,31.41658484193525,0.9240172012333897,0.24085147931097967
SRER_1,210.98883957900412,0.0029908404504784764,0.066644312211403,210.98883957900412,0.0029908404504784764,1.8068142206976334,0.0023868087459678116,0.05968213037943978,4.196602615120174,0.13114383172250543,0.06094432560325122
SRER_2,203.72735236752516,0.002893279069042025,0.06317429171225634,203.72735236752516,0.002893279069042025,1.9540105608668372,0.002581255694672176,0.05916475740893222,4.681893178572433,0.14630916183038853,0.0654902945140648
STER,21.609150561234156,0.01700169202300091,0.1503781842979992,21.609150561234156,0.01700169202300091,0.17766833855957964,0.009350965187346297,0.11430491407413797,5.03784317151626,0.5037843171516261,0.08323995710248895
TALL_1,71.726908891281,0.004063617295976488,0.06561450971653912,71.726908891281,0.004063617295976488,0.19042979474300747,8.98253748787771e-4,0.03351069161273574,5.178324450905833,0.1569189227547222,0.08251798049886185
TALL_2,91.97840492042432,0.0052109458342543945,0.06774940334516208,91.97840492042432,0.0052109458342543945,0.2684511783850188,0.0012662791433255603,0.03841094730234224,2.436185334802399,0.07382379802431513,0.062187027982318496
TEAK_1,430.1873301349323,0.02376069208146547,0.18145247950297655,430.1873301349323,0.02376069208146547,2.46015022066243,0.011285092755332248,0.12420352277542906,10.512661079162456,0.3185654872473471,0.13958809406606995
TEAK_2,444.60121306369587,0.024556819279961107,0.18386209337383147,444.60121306369587,0.024556819279961107,2.2241566916106326,0.010202553631241434,0.1175362257912416,22.90546171427327,0.6941049004325233,0.2145063557411906
TREE_1,3.5604353143235774,0.0015684737067504747,0.04245609468948591,3.5604353143235774,0.0015684737067504747,0.016978051361919613,4.353346503056311e-4,0.02588461685767048,7.059480915212545,0.22060877860039202,0.09081245702283966
TREE_2,4.321446226207709,0.0019037208044967882,0.04634205814904225,4.321446226207709,0.0019037208044967882,0.024933526864237915,6.393212016471261e-4,0.031149143447779786,6.106004248866007,0.19081263277706273,0.08173837787998113
UKFS_1,18.814283480674742,0.008151769272389402,0.10528380132833107,18.814283480674742,0.008151769272389402,0.13384079224007336,0.004055781583032526,0.07536970394320258,3.225063765422605,0.1007832426694564,0.07433465410860042
UKFS_2,16.07955875258129,0.006966879875468496,0.09812938396616142,16.07955875258129,0.006966879875468496,0.1062575877479715,0.003219926901453682,0.06714819487646546,4.88870844422951,0.1527721388821722,0.0942735425555702
UNDE,461.943979631377,0.038114189738562454,0.22836513541027914,461.943979631377,0.038114189738562454,4.444791532415336,0.02905092504846625,0.20305816788648093,21.276025352519323,0.625765451544686,0.24308296197803342
WOOD_1,12.418904865426528,0.002755470349551038,0.06196060081020321,12.418904865426528,0.002755470349551038,0.05667310619856311,0.00101201975354577,0.040828393430625505,5.423635668079175,0.16948861462747422,0.05644332991201481
WOOD_2,63.71298485006123,0.014136451042835863,0.12043000465966179,63.71298485006123,0.014136451042835863,0.2487629429111921,0.00444219540912843,0.07687432255910935,17.64025539739124,0.5512579811684762,0.15741297074952001
WREF_1,73.28625166475415,0.004282239784080527,0.07048926325281665,73.28625166475415,0.004282239784080527,0.5955384448311919,0.002670575985790098,0.057493254820917314,1.4746117400607117,0.04608161687689724,0.06625495427599257
WREF_2,38.81181426562237,0.002267840029544371,0.054168296174261145,38.81181426562237,0.002267840029544371,0.24369920463460254,0.0010928215454466482,0.039259443086441546,2.5120269533255133,0.07850084229142229,0.12247710212726041
YELL,665.6627626978802,0.022955471504858275,0.16095284441070568,665.6627626978802,0.022955471504858275,5.594368118138445,0.015411482419114173,0.12971467618516014,28.93866488517785,0.8769292389447834,0.25338499534383396
