"Spectral_Metric","Plant_Metric","Correlation","p_val","Structural_Group","R_squared","Significance"
"Beta_dispersion","FD_RaoQ_m2_TopDown",0.499051975432468,0.31356720127539,"Open / Sparse Cover",0.249052874183049,"ns"
"Beta_avg_pairwise","FD_RaoQ_m2_TopDown",0.569119244266555,0.238489060201574,"Open / Sparse Cover",0.323896714194535,"ns"
"beta_agg_sum_squares","FD_RaoQ_m2_TopDown",0.76869176095922,0.0740673518209763,"Open / Sparse Cover",0.590887023366587,"ns"
"beta_agg_dispersion","FD_RaoQ_m2_TopDown",0.79019125259634,0.0614117055714547,"Open / Sparse Cover",0.624402215679773,"ns"
"Beta_agg_avg_pairwise","FD_RaoQ_m2_TopDown",0.805888135499277,0.0528621130692197,"Open / Sparse Cover",0.649455686938502,"ns"
"sum_squares","FD_Beta_Dispersion_m2_TopDown",0.0080580869047956,0.987913131259737,"Open / Sparse Cover",6.49327645652383e-05,"ns"
"Beta_dispersion","FD_Beta_Dispersion_m2_TopDown",0.056991018648437,0.914606024763624,"Open / Sparse Cover",0.00324797620658649,"ns"
"Beta_avg_pairwise","FD_Beta_Dispersion_m2_TopDown",0.150937978844807,0.775312386887391,"Open / Sparse Cover",0.0227822734577555,"ns"
"beta_agg_sum_squares","FD_Beta_Dispersion_m2_TopDown",0.0786212608250255,0.88231109966655,"Open / Sparse Cover",0.0061813026537167,"ns"
"beta_agg_dispersion","FD_Beta_Dispersion_m2_TopDown",0.0923828564774755,0.861819940285598,"Open / Sparse Cover",0.00853459217093783,"ns"
"Beta_agg_avg_pairwise","FD_Beta_Dispersion_m2_TopDown",0.167461701366133,0.751155547482732,"Open / Sparse Cover",0.02804342142444,"ns"
"sum_squares","FD_Beta_Turnover_m2_TopDown",0.037125936300064,0.944336681541322,"Open / Sparse Cover",0.00137833514615641,"ns"
"Beta_dispersion","FD_Beta_Turnover_m2_TopDown",0.133698977785722,0.800646495788948,"Open / Sparse Cover",0.0178754166609471,"ns"
"Beta_avg_pairwise","FD_Beta_Turnover_m2_TopDown",0.225510106102623,0.66746897741488,"Open / Sparse Cover",0.0508548079544164,"ns"
"beta_agg_sum_squares","FD_Beta_Turnover_m2_TopDown",0.133006282750149,0.801667061086003,"Open / Sparse Cover",0.0176906712510125,"ns"
"beta_agg_dispersion","FD_Beta_Turnover_m2_TopDown",0.191300936960989,0.71654902374037,"Open / Sparse Cover",0.0365960484821522,"ns"
"Beta_agg_avg_pairwise","FD_Beta_Turnover_m2_TopDown",0.258687721990715,0.620624022502561,"Open / Sparse Cover",0.0669193375087453,"ns"
"sum_squares","FD_FDis_m1_TopDown",0.804095059165639,0.4053005502528,"High Stem Density",0.646568864174592,"ns"
"Beta_dispersion","FD_FDis_m1_TopDown",-0.15228806150016,0.902671706363468,"High Stem Density",0.0231916536754764,"ns"
"Beta_avg_pairwise","FD_FDis_m1_TopDown",-0.0198408044256374,0.987368122738258,"High Stem Density",0.000393657520256394,"ns"
"beta_agg_sum_squares","FD_FDis_m1_TopDown",0.664341567435024,0.537424088305685,"High Stem Density",0.441349718222025,"ns"
"beta_agg_dispersion","FD_FDis_m1_TopDown",-0.340854707816215,0.778567155154585,"High Stem Density",0.116181931840477,"ns"
"Beta_agg_avg_pairwise","FD_FDis_m1_TopDown",-0.224813618975007,0.855645349620618,"High Stem Density",0.0505411632766398,"ns"
