"Spectral_Metric","Plant_Metric","Correlation","p_val","Structural_Group","R_squared","Significance"
"beta_agg_dispersion","PD_Faith_Layered",-0.490962833359959,0.673290161322224,"High Stem Density",0.241044503740839,"ns"
"Beta_agg_avg_pairwise","PD_Faith_Layered",-0.382148800625924,0.750368355788257,"High Stem Density",0.146037705819832,"ns"
"sum_squares","PD_Beta_Sorensen_Layered",-0.164550239271543,0.894765467136844,"High Stem Density",0.0270767812443219,"ns"
"Beta_dispersion","PD_Beta_Sorensen_Layered",-0.94971882756007,0.202737723753112,"High Stem Density",0.901965851422073,"ns"
"Beta_avg_pairwise","PD_Beta_Sorensen_Layered",-0.899793426840449,0.287434140127902,"High Stem Density",0.809628210985278,"ns"
"beta_agg_sum_squares","PD_Beta_Sorensen_Layered",-0.364262884197745,0.76264192908396,"High Stem Density",0.13268744880406,"ns"
"beta_agg_dispersion","PD_Beta_Sorensen_Layered",-0.992381505860455,0.0786331725442297,"High Stem Density",0.984821053173865,"ns"
"Beta_agg_avg_pairwise","PD_Beta_Sorensen_Layered",-0.970236487300653,0.155711367010263,"High Stem Density",0.94135884128951,"ns"
"sum_squares","PD_Beta_Dispersion_Layered",-0.187223787792411,0.880102091458241,"High Stem Density",0.0350527467153379,"ns"
"Beta_dispersion","PD_Beta_Dispersion_Layered",0.782517808193578,0.427870165158027,"High Stem Density",0.612334120140081,"ns"
"Beta_avg_pairwise","PD_Beta_Dispersion_Layered",0.693011967541338,0.512566581532817,"High Stem Density",0.480265587155517,"ns"
"beta_agg_sum_squares","PD_Beta_Dispersion_Layered",0.0192027935699711,0.987774370488874,"High Stem Density",0.000368747280890924,"ns"
"beta_agg_dispersion","PD_Beta_Dispersion_Layered",0.888305593395844,0.303765613949144,"High Stem Density",0.789086827258342,"ns"
"Beta_agg_avg_pairwise","PD_Beta_Dispersion_Layered",0.82633483391197,0.380843808415177,"High Stem Density",0.682829257736323,"ns"
