"taxonID","scientificName","LMA_gm2","N_pct","C_pct","d13C","d15N","chlorophyll_mgg","carotenoids_mgg","lignin_pct","cellulose_pct","EWT_g_cm2","n_sites","n_samples"
"LITU","Liriodendron tulipifera L.",66.27,2.348125,48.2388888888889,-28.6840277777778,-2.91875,3.16767653074705,0.542892860789677,15.1458333333333,16.5015277777778,0.000154623875539612,8,72
"LOIN4","Lonicera interrupta Benth.",70.95,0.96,50.28,-30.4,-5.4,1.24969929812645,0.295214948774551,8.08,10.91,0.0001024987948623,1,2
"LOMA6","Lonicera maackii (Rupr.) Herder",109.066666666667,1.94333333333333,48.76,-27.7166666666667,-0.0166666666666667,2.37823345040158,0.509248034294801,5.91833333333333,8.34333333333333,0.000135515487572533,1,6
"LYFR3","Lyonia fruticosa (Michx.) G.S. Torr.",154.65,0.94,54.77,-29.1,-2.25,1.0718695352753,0.241036679682852,25.375,21.565,0.000176041461706383,1,2
"LYLU3","Lyonia lucida (Lam.) K. Koch",176.975,0.80625,53.66125,-29.2,-2.625,0.767489155691738,0.231901041698474,18.535,20.1925,0.000171515527037062,2,9
"MAAC","Magnolia acuminata (L.) L.",56.3,2.605,48.24,-26.95,-0.8,4.86016026909379,0.912692916501781,11.31,17.135,0.000145239285229391,2,2
"MAIN3","Mangifera indica L.",151.9,1.8,48.91,-27.5,4.5,1.27589967284624,0.292257360959651,10.23,22.63,0.00020000346626458,1,1
"MAPO","Maclura pomifera (Raf.) C.K. Schneid.",52.6428571428571,3.07071428571429,44.6971428571429,-28.0857142857143,-1.17857142857143,2.79590593781937,0.585988236816607,7.17142857142857,15.9028571428571,0.00013213545950439,2,7
"MAPO6","Machaonia portoricensis Baill.",60.4,2.03,48.91,-26.6,3.6,1.83395291201983,0.364312267657993,13.51,12.94,9.12429571842424e-05,1,1
"MEPO5","Metrosideros polymorpha Gaudich.",276.447826086957,0.573260869565217,54.010652173913,-28.395652173913,-8.65217391304348,1.23802801679616,0.267329956948256,17.8321739130435,25.6182608695652,0.000248637985206801,1,23
"MIDY","Mimosa dysocarpa Benth.",87.7,3.16,53.64,-24.85,0.45,2.70420168067227,0.721008403361345,5.69,15.4,3.09971732137635e-05,1,1
"MOAL","Morus alba L.",27.2,3.07,43.54,-27.5,-0.5,3.86153846153846,0.683076923076923,5.17,16.85,6.80933395321753e-05,1,1
"MOCE2","Morella cerifera (L.) Small",98.4,1.705,52.61125,-30.15,-1.55,1.305182419661,0.312629359650392,28.5475,17.2025,0.000135974692259179,2,5
"MORU2","Morus rubra L.",52.15,3.715,43.575,-27.6,-2.15,3.37413470176201,0.910253820816477,4.235,12.52,0.000129742156874353,1,2
"MYLE2","Myrsine lessertiana A. DC.",180.95,0.845,53.05,-28.5,-3.45,1.87439475511342,0.390485675586464,14.835,18.2,0.000318306427501679,1,2
"MYSA","Myoporum sandwicense (A. DC.) A. Gray",79.2,2.46,52.66,-29.1,-0.2,1.49166666666667,0.341666666666667,29.69,11.63,0.000279654679569721,1,1
"MYSA2","Myrsine sandwicensis A. DC.",145.25,0.885,51.69,-30.9,-7.95,1.0648491070136,0.185405561916795,15.865,16.35,0.000342320132098451,1,2
"NEON-REVI","Reynosia vivesiana Trejo",214,1.38,49.38,-26.2,-1,0.997095837366892,0.300096805421104,17.23,22.2,0.000149348323275743,1,1
"NYBI","Nyssa biflora Walter",96.55,1.83,50.735,-29.6,2.6,4.97413622600345,0.748956538583095,10.29,12.39,0.000107916841517473,2,3
"NYSY","Nyssa sylvatica Marshall",87.00625,1.7328125,48.2953125,-28.75,-3.69375,1.29481009333373,0.278182324161052,6.891875,12.46125,0.000117762488474904,6,16
"OPEN3","Opuntia engelmannii Salm-Dyck ex Engelm.",1289.19,1.1045,39.881,-13.72,4.93,0.0754770844872779,0.0204029702499286,2.22,12.018,0.0106434630137188,1,10
"OPPH","Opuntia phaeacantha Engelm.",1746.64,0.718,36.036,-12.46,3.6,0.0869317534162678,0.0254203586856687,1.13,10.934,0.0102679721253965,1,5
"OSVI","Ostrya virginiana (Mill.) K. Koch",38.54,2.3815,46.8375,-30.26,-2.26,7.72172975724507,1.43900611466732,16.383,17.572,4.83449067289185e-05,4,10
"OXAR","Oxydendrum arboreum (L.) DC.",43.075,2.02375,47.203125,-29.16875,-3.2,1.51336831310071,0.21341219228443,6.75875,13.32,0.000143095559194828,3,8
"PAFL6","Parkinsonia florida (Benth. ex A. Gray) S. Watson",77.26,3.712,47.588,-25.74,4.14,1.59381084424065,0.425926829947171,3.286,5.716,8.9591877578973e-05,1,5
"PAIN2","Parthenium incanum Kunth",75.46,3.506,47.158,-28.42,3.08,2.2802663816284,0.439313838118859,8.786,10.302,0.000146834651566516,1,5
"PATO2","Paulownia tomentosa (Thunb.) Siebold & Zucc. ex Steud.",71.4,4.19,47.78,-25.4,0.9,1.648,0.381333333333333,15.75,12.58,0.000264899722949781,1,1
"PEAM3","Persea americana Mill.",93.2,1.82,53.14,-28.4,3.6,2.03588516746412,0.57177033492823,18.7,14.6,0.000126080012315508,1,1
"PEBO","Persea borbonia (L.) Spreng.",91.4,1.21,53.15,-27.1,-4.5,0.808752025931929,0.188006482982172,19.83,18.69,0.0001245170360979,1,1
"PEPA37","Persea palustris (Raf.) Sarg.",89.5,1.56,51.8575,-29.2,-3.975,0.90460605707728,0.219954791202785,24.38,16.17,0.000114047229841149,2,3
"PIAB","Picea abies (L.) Karst.",283.666666666667,0.936666666666667,50.5333333333333,-27.8333333333333,-2.16666666666667,0.820553994379767,0.171818546768366,17.2033333333333,21.3433333333333,0.000388790218889317,1,3
"PIAC","Pictetia aculeata (Vahl) Urb.",98.6333333333333,2.61,47.62,-25.2,-0.566666666666667,3.10908417508418,0.583501683501684,11.2733333333333,16.75,0.000153375158690184,1,3
"PIAL3","Pisonia albida (Heimerl) Britton ex Standl.",86.1545454545455,3.02727272727273,49.8381818181818,-27.9181818181818,6.25454545454545,2.2385762754856,0.550136342236909,24.6327272727273,13.7463636363636,0.000183991726184557,1,11
"PICL","Pinus clausa (Chapm. ex Engelm.) Vasey ex Sarg.",207.2,0.97,52.89,-28.3,0,0.63508064516129,0.120967741935484,28.32,15.72,0.000258201597824239,1,2
"PICO","Pinus contorta Douglas ex Loudon",289.723076923077,1.06,53.4542307692308,-27.9923076923077,-3.12692307692308,0.835516770420116,0.134692991653556,18.3376923076923,17.3261538461538,0.000310309886578209,2,13
"PICOL","Pinus contorta Douglas ex Loudon var. latifolia Engelm. ex S. Watson",319.85,1.0385,51.926,-26.705,-3.66,1.05527777587155,0.184128272143357,18.1685,16.755,0.000339703815017564,2,20
"PIEC2","Pinus echinata Mill.",245.85,1.10928571428571,50.6303571428571,-29.725,-3.08214285714286,1.03219612935331,0.203433507287316,16.9907142857143,16.6585714285714,0.000317299776788396,3,14
"PIED","Pinus edulis Engelm.",331.3,0.981428571428571,51.73,-24.5571428571429,-5.44285714285714,0.578992974543199,0.172563364468262,18.6242857142857,19.0757142857143,0.000287416538570627,1,7
"PIEL","Pinus elliottii Engelm.",299.25,0.9,51.27,-29.2,-3.3,0.859714142346149,0.126525414256807,20.6025,20.03,0.000412770103860193,2,5
"PIELD","Pinus elliottii Engelm. var. densa Little & Dorman",313.48,0.821,52.23,-28.54,-2.89,0.693012081330123,0.140120902088065,20.986,24.23,0.000426569691200513,1,5
"PIEN","Picea engelmannii Parry ex Engelm.",379.10625,0.815625,50.053125,-25.528125,-4.8875,1.02860361167292,0.214919805960041,15.8575,17.228125,0.000348394746675854,2,16
"PIFL2","Pinus flexilis James",274.57,0.852,51.236,-26.13,-3.76,0.886957561610535,0.176608624581454,13.962,17.635,0.000339332630142836,2,10
"PIGL","Picea glauca (Moench) Voss",289.255882352941,0.981212121212121,50.0878787878788,-28.6393939393939,-4.39242424242424,0.821780920690352,0.14756348735595,13.58,16.1887878787879,0.00031480045777711,6,34
"PIGL2","Pinus glabra Walter",276.2,1.42,51.42,-30.8,3.9,0.837968561064087,0.139056831922612,15.47,17.11,0.000357027359161762,1,1
"PIJE","Pinus jeffreyi Balf.",306.45,1.125,51.735,-27.8,-2.4,0.519913450552562,0.122187901277009,21.255,18.395,0.000318141056446495,1,2
"PILA","Pinus lambertiana Douglas",249.15,1.11,49.7,-25.8,-2.4,1.0287964548757,0.218735935855983,14.56,19.04,0.000281107262114278,2,2
"PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",265.88813559322,0.86271186440678,51.0985593220339,-28.4118644067797,-5.64406779661017,0.766957147726718,0.146691033206942,13.6361016949153,17.4212711864407,0.000268363430969683,6,59
"PIPA2","Pinus palustris Mill.",294.78,0.805,50.1455714285714,-28.3442857142857,-4.49,0.984369840664757,0.230460595960349,18.4447142857143,25.0294285714286,0.000361495751787652,4,39
"PIPO","Pinus ponderosa Lawson & C. Lawson",320.74,1.1625,49.7025,-27.8,-5.35,1.4419161230472,0.333533292463667,17.325,24.08,0.000383503671353178,1,5
"PIPOS","Pinus ponderosa Lawson & C. Lawson var. scopulorum Engelm.",391.01,0.967,51.773,-26.22,-4.3,0.513083877914246,0.127436194172196,15.267,18.266,0.00041474528521859,1,10
"PIPU5","Pinus pungens Lamb.",277.7,1,53,-29.1,-4.5,0.814266487213997,0.100942126514132,15.45,19.51,0.00281527231892195,1,1
"PIRE","Pinus resinosa Aiton",323.066666666667,1.09666666666667,52.7516666666667,-28.9583333333333,-2.80833333333333,1.07437841008939,0.204344927893082,17.5233333333333,18.3804166666667,0.000371344012702362,4,12
"PIRI","Pinus rigida Mill.",263.4,1.15,52.93,-30.4,0.5,NA,NA,14.15,20.99,0.000452671040299906,1,1
"PIRU","Picea rubens Sarg.",320.45,0.82875,49.955,-28.4625,-3.8875,0.91341286256199,0.105062914308276,18.04125,16.98,0.00136613115317503,3,8
"PISA2","Pinus sabiniana Douglas ex Douglas",347.333333333333,1.58083333333333,51.2741666666667,-25.9333333333333,-2.44166666666667,2.46145171573467,0.53332877851187,14.4783333333333,15.305,0.000315047648669797,1,6
"PIST","Pinus strobus L.",158.104166666667,1.35625,52.431875,-27.9166666666667,0.135416666666667,1.5655170978919,0.288855822400114,17.9947916666667,17.6479166666667,0.000186988138954866,6,24
"PITA","Pinus taeda L.",263.192,1.2032,51.5002,-30.124,-1.324,1.40240338998966,0.257833068443175,17.594,20.0368,0.000317884882601108,6,27
"PIUN","Pithecellobium unguis-cati (L.) Benth.",80.2,3.89,49.63,-26.6,1.8,6.38177874186551,1.24945770065076,11.14,17.78,0.000103355117871916,1,1
"PIVI2","Pinus virginiana Mill.",227.06,1.196,50.77,-29.76,-4.24,0.841372037013327,0.129403028481348,17.876,14.938,0.000302623656552001,3,5
"PLAL","Plumeria alba L.",188.9,1.8,53.21,-24.7,4.5,0.876683937823834,0.271502590673575,13.73,13.01,0.00055632783254215,1,1
"PLOC","Platanus occidentalis L.",77.295,1.96725,50.52025,-27.515,0.665,2.87548418279443,0.546215093786523,24.821,16.1665,0.000140170945398719,7,20
"POBA2","Populus balsamifera L.",71.65,1.895,46.84,-30.9,1.1,3.72887974176759,0.880441147032329,14.295,14.685,0.000121182606593389,1,2
"PODE3","Populus deltoides W. Bartram ex Marshall",121.233333333333,1.64333333333333,47.3166666666667,-29.0666666666667,1.43333333333333,1.31198426783475,0.304305191344688,10.55,16.18,0.000194235050964912,3,3
"POGR4","Populus grandidentata Michx.",74.1266666666667,2.70933333333333,50.2473333333333,-28.6266666666667,-1.82,5.55487120763263,1.17396157302114,17.28,13.8826666666667,9.44331317404624e-05,4,15
"POTR5","Populus tremuloides Michx.",84.0279411764706,2.37875,50.9772794117647,-28.6919117647059,-1.95147058823529,4.38725014152453,0.977637234204768,14.6210294117647,13.6397058823529,9.95948827525293e-05,8,68
"PRAN3","Prunus angustifolia Marshall",74.2,2.35,50.42,-27.2,-1.3,2.43939393939394,0.649350649350649,5.19,6.16,8.01799349226721e-05,1,1
"PRAV","Prunus avium (L.) L.",42.4,2.845,47.685,-28.2,-1.7,1.94523809523809,0.4,14.06,13.06,9.88574570782672e-05,1,1
"PREM","Prunus emarginata (Douglas ex Hook.) D. Dietr.",54.8333333333333,2.96666666666667,48.7266666666667,-28.9,-3.93333333333333,6.61686022973999,1.52373116656029,6.77333333333333,9.63666666666667,9.92538661628167e-05,2,4
"PRGL2","Prosopis glandulosa Torr.",152.015384615385,2.92230769230769,48.8636538461538,-25.9615384615385,2.02692307692308,2.42444164053301,0.601220610976923,12.8434615384615,17.5811538461538,0.000130427631106788,1,26
"PRJU3","Prosopis juliflora (Sw.) DC.",86.55,3.88,49.105,-26.45,2.65,2.19402148979838,0.526379331160208,11.835,12.385,0.000130129847625749,1,2
"PRME","Prunus mexicana S. Watson",61.82,1.921,46.606,-29.05,-1.81,4.26259661111328,1.0561552320209,8.422,9.894,0.000100804112959412,1,5
"PRSE2","Prunus serotina Ehrh.",80.6923076923077,2.06769230769231,50.8961538461538,-28.4846153846154,-3.00769230769231,3.16103443237444,0.655535455895278,13.0923076923077,12.7692307692308,0.000127766033221542,6,13
"PRSES","Prunus serotina Ehrh. var. serotina",84.3454545454545,2.44833333333333,51.6025,-27.7833333333333,-1.79583333333333,2.94792546199709,0.646832410643763,11.6216666666667,11.705,0.000103150163794718,4,12
"PRVE","Prosopis velutina Woot.",135.008333333333,3.59615384615385,52.0130769230769,-25.4307692307692,3.41538461538462,3.75129694820607,0.807255343898199,14.2738461538462,13.6630769230769,0.000130378193631173,1,14
"PRVI","Prunus virginiana L.",68.9,2.09,48.845,-30.25,-3.8,2.80548174116584,0.606845439782577,10.25,12.31,9.76070578273444e-05,2,2
"PSME","Pseudotsuga menziesii (Mirb.) Franco",255.33,0.98275,52.04,-26.4675,-2.335,0.606219695508685,0.128144092229384,15.207,15.4015,0.000246108750834675,2,20
"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii",222.43,1.023,51.25025,-27.305,-3.385,1.063614903334,0.211564325790749,13.125,14.424,0.000234658894931559,2,22
"PUST","Purshia stansburiana (Torr.) Henrickson",260.25,1.485,50.5,-25.85,-1.8,0.606839739590831,0.166716573092119,12.245,9.685,0.000217936374005004,1,2
"QUAL","Quercus alba L.",88.5396551724138,2.27870689655172,49.4628448275862,-28.5793103448276,-2.32758620689655,2.97022794386541,0.581571499332095,12.4551724137931,15.6372413793103,0.000125631919758482,9,58
"QUCH","Quercus chapmanii Sarg.",141.6,1.34,50.64,-27.95,-3.7,1.93195546743268,0.439975686873292,24.63,21.575,0.0001231507864437,1,2
"QUCH2","Quercus chrysolepis Liebm.",187.033333333333,1.17,49.4214285714286,-28.3428571428571,-5.07142857142857,2.35508955753285,0.504180810878205,17.5621428571429,24.1692857142857,0.000141989023385932,1,12
"QUCO2","Quercus coccinea Münchh.",93.85,1.875,50.50375,-27.4875,-3.55,2.16768113389022,0.453404134973773,10.97625,10.9275,0.000227591794469064,3,8
"QUDO","Quercus douglasii Hook. & Arn.",86.6333333333333,3.2275,48.545,-25.8,-0.516666666666667,1.28893447796881,0.405431253096107,4.565,9.55833333333333,0.000149374042026403,1,6
"QUFA","Quercus falcata Michx.",121.105555555556,1.59361111111111,50.0736111111111,-28.6166666666667,-3.68888888888889,1.86136972470428,0.386219876766096,18.1655555555556,16.8177777777778,0.000118127261440751,4,18
"QUFU","Quercus fusiformis Small",144.5,1.38333333333333,48.3566666666667,-29.5666666666667,-3.03333333333333,1.15144207817907,0.219025590912341,16.8366666666667,22.7633333333333,0.000160173562785111,1,3
"QUGE2","Quercus geminata Small",201.683333333333,1.4,50.97,-28.4166666666667,-3.68333333333333,2.31487959130585,0.513484332989244,24.6233333333333,24.4433333333333,0.000158841597603182,3,8
"QUHE2","Quercus hemisphaerica W. Bartram ex Willd.",129.58,1.618,50.584,-28,-2.98,2.45041002863559,0.506321262502023,26.282,19.75,0.000123614690683342,2,7
"QUIN","Quercus incana W. Bartram",107.175,1.5025,49.0275,-30.35,-3.225,10.6544560161693,2.27225187360547,16.8025,19.38,8.8629197605602e-05,2,5
"QUKE","Quercus kelloggii Newberry",109.523076923077,2.32625,48.6625,-28.775,-3.9375,5.10642353983862,1.14244733330672,10.08875,15.365,0.000100067629625007,1,13
"QULA2","Quercus laevis Walter",133.4,1.314,52.216,-29.76,-2.74,2.07004993689375,0.428386809803267,27.322,21.196,9.48826750330113e-05,2,8
"QULA3","Quercus laurifolia Michx.",118.7375,1.69111111111111,50.8916666666667,-28.3833333333333,0.822222222222222,2.55869856219101,0.502240398325722,17.9922222222222,19.5588888888889,0.000123027486073679,2,9
"QULY","Quercus lyrata Walter",85.68,2.244,52.047,-28.35,6.33,5.81700556629877,1.00232778831962,21.898,17.398,9.542644852783e-05,2,5
"QUMA13","Quercus margaretta",122,1.61333333333333,49.0333333333333,-28.8833333333333,-3.91666666666667,3.90817956043222,0.837442816104482,17.1166666666667,15.0183333333333,0.000106782251806934,1,6
"QUMA2","Quercus macrocarpa Michx.",98.7666666666667,2.28333333333333,49,-27.5,-1.3,3.90774949672357,0.721415351467442,14.5433333333333,16.1533333333333,0.000127519830506596,2,3
"QUMA3","Quercus marilandica Münchh.",112.409090909091,1.76272727272727,49.18,-29.2,-2.01818181818182,3.74487437513139,0.690570819271326,16.7563636363636,17.4427272727273,0.000118894786111621,2,11
"QUMI","Quercus michauxii Nutt.",102.3,2.04,51.5,-28.62,3.78,3.98812104994173,0.802920510617749,18.77,18.6855,0.000101050726623676,2,10
"QUMI2","Quercus minima (Sarg.) Small",174.633333333333,1.06,49.5575,-30.525,-2.4,1.67353231261227,0.399451291551062,23.6025,26.3225,0.000141177280887359,1,4
"QUMO4","Quercus montana Willd.",88.72,2.16166666666667,49.7776666666667,-28.29,-3.17,3.08548342972051,0.563605903058362,15.382,16.4711666666667,0.000136166678471455,6,30
"QUMU","Quercus muehlenbergii Engelm.",81.7272727272727,2.38136363636364,50.7772727272727,-28.5727272727273,-0.418181818181818,2.7666684761897,0.521029972820226,16.0122727272727,16.3795454545455,9.62731101682025e-05,3,11
"QUMY","Quercus myrtifolia Willd.",143.58,1.322,51.864,-27.9,-3.54,1.28324713104183,0.306803584484139,24.522,22.374,0.000130120680817985,1,5
"QUNI","Quercus nigra L.",103.841176470588,1.80764705882353,50.9888235294118,-28.9058823529412,0.885294117647059,3.36834376104315,0.598753951319724,18.7876470588235,20.1582352941176,0.000108819614138985,6,19
"QUPA2","Quercus palustris Münchh.",108.7,2.03,51.06,-25.8,1.5,1.73620457604307,0.403768506056528,19.2,12.34,0.000101320980211738,1,1
"QUPA5","Quercus pagoda Raf.",97.85,1.96142857142857,51.075,-28.6857142857143,2.95,3.46674007246954,0.656269953035061,25.0942857142857,20.78,0.000107971282009144,2,14
"QUPH","Quercus phellos L.",90.375,1.965,50.6125,-27.85,4.35,1.45682098061843,0.338013796741472,24.9275,20.335,0.000101852310029066,1,4
"QUPU80","Quercus pumila Walter",128.5,1.55,51.32,-29.8,-1.6,1.10887096774194,0.260752688172043,23.6,23.47,9.47381897324286e-05,1,1
"QURU","Quercus rubra L.",108.054838709677,2.2284375,50.41703125,-27.9625,-1.90390625,3.26147855838175,0.627726245406131,19.834296875,15.571640625,0.000147166865243011,11,64
"QUSH","Quercus shumardii Buckley",85.5142857142857,2.10714285714286,50.6971428571429,-27.7428571428571,0.2,3.61318737719623,0.676443628275018,14.4271428571429,14.2557142857143,0.000103818283357224,2,7
"QUST","Quercus stellata Wangenh.",120.233333333333,1.951,49.118,-28.7266666666667,-2.72,3.01114259743864,0.584888867237015,15.7906666666667,16.0793333333333,0.000131752644553627,4,15
"QUVE","Quercus velutina Lam.",98.8294117647059,2.13882352941176,49.8888235294118,-27.9411764705882,-2.24117647058824,2.33101216734878,0.436497553684376,19.3970588235294,16.4394117647059,0.000118903924907768,8,17
"QUVI","Quercus virginiana Mill.",175.533333333333,1.41333333333333,50.9416666666667,-29.4166666666667,-2.26666666666667,2.70148788369549,0.561201152746867,21.6166666666667,21.1133333333333,0.000151378970437387,3,7
"QUWI2","Quercus wislizeni A. DC.",128.969230769231,2.11538461538462,48.5984615384615,-26.4,-1.73076923076923,2.28391400713405,0.627118319470471,6.88307692307692,13.9661538461538,0.000137687460530028,1,13
"RHCO","Rhus copallinum L.",109.95,1.5325,51.1425,-30.1,-4.1,4.43865250549862,0.948859217113463,10.2375,10.2175,0.000120979901429424,2,4
"RHDA","Rhamnus davurica Pall.",94.6666666666667,2.09,47.2125,-28.4583333333333,-1.00833333333333,1.93767149895701,0.496525780026111,4.93666666666667,9.41166666666667,0.000158211993422939,1,6
"RHIL","Rhamnus ilicifolia Kellogg",149.183333333333,2.08,47.5283333333333,-28.7,-1.75,2.80423066557797,0.784621881645262,8.72833333333333,14.3766666666667,0.000148103959122408,1,6
"RICE","Ribes cereum Douglas",91.3,1.54,46.96,-30.4,-2.1,1.32994923857868,0.33756345177665,3.62,5.82,0.000125289575289575,1,1
"RIRO","Ribes roezlii Regel",101.233333333333,1.495,48.275,-30.3,-1.45,1.62186206404558,0.376979423561743,6.925,8.765,0.000118250490619018,2,3
"ROAC2","Rochefortia acanthophora (DC.) Griseb.",126.9,2.13,51.35,-27.5,8.6,1.01237113402062,0.292783505154639,30.84,18.24,0.000119257739827315,1,1
"ROPS","Robinia pseudoacacia L.",56.2142857142857,4.14285714285714,50.9842857142857,-26.3428571428571,0.228571428571429,3.61230173431169,0.737025112071815,10.6128571428571,12.1657142857143,0.000103467894847598,4,7
"SAAL5","Sassafras albidum (Nutt.) Nees",62.7307692307692,2.55153846153846,50.4807692307692,-29.6076923076923,-2.9,3.97385505698915,0.817797306610736,18.5453846153846,13.8130769230769,0.00010876313429984,5,13
"SABE2","Salix bebbiana Sarg.",92.3,1.74,47.86,-28.1,-4.5,1.34993084370678,0.345781466113416,8.58,12.01,0.000100162160123694,1,1
"SACY3","Sadleria cyatheoides Kaulf.",175.5,0.8,51.1,-27.1,-9.9,0.674647887323944,0.246478873239437,17.16,22.99,0.000240182802979012,1,1
"SAGL","Salix glauca L.",94,2.995,49.96,-26.9,-0.55,1.30400811900717,0.351590114632765,9.045,11.805,0.00011134906118263,1,2
"SALIX","Salix sp.",92.3,2.5525,49.725,-27.05,-2.05,9.38952566420921,2.26826633282329,18.645,11.06,0.000111724553188107,1,2
"SANI4","Sambucus nigra L.",101,3.26,49.67,-28.8,3.4,1.84033613445378,0.458508403361345,12.87,10.59,0.000247203334064488,1,1
"SAPA","Sabal palmetto (Walter) Lodd. ex Schult. & Schult. f.",265.6,1.19,48.17,-29.7,-3.6,0.943325526932084,0.317564402810304,16.21,34.66,0.000228157481707907,1,1
"SAPA11","Sadleria pallida Hook. & Arn.",165.3,0.92,53.01,-27.5,-9.7,0.833158995815899,0.304393305439331,10.88,24.66,0.000165969316596932,1,1
"SAPU15","Salix pulchra Cham.",85.2,2.47,51.6,-26.5,-0.7,2.25165562913907,0.487417218543046,8.2,9.43,9.77526654694908e-05,1,1
"SASE6","Savia sessiliflora (Sw.) Willd.",79.7,2.38,50.82,-25.9,7.1,5.08871662360035,0.971576227390181,10.44,19.24,8.99679158535375e-05,1,1
"SAVE4","Sarcobatus vermiculatus (Hook.) Torr.",92.85,5.37,41.405,-26,9.85,0.706800059478448,0.245358822326723,4.165,9.57,0.000318957611889801,1,2
"SCFR","Schaefferia frutescens Jacq.",115.3,2.73,44.92,-26,2.9,1.9724680432645,0.407079646017699,11.01,23.98,0.000165737778236488,1,1
"SEGR4","Senegalia greggii (A. Gray) Britton & Rose",96.0333333333333,3.48666666666667,50.2016666666667,-27.0333333333333,4.71666666666667,2.97895852259759,0.613068153670128,10.6666666666667,13.22,7.27601217348755e-05,1,6
"SERE2","Serenoa repens (W. Bartram) Small",224.953333333333,1.07566666666667,49.467,-28.1,-1.28333333333333,1.61365530279284,0.48128184958983,16.47,37.6913333333333,0.00024812538665031,2,16
"SESI3","Senna siamea (Lam.) Irwin & Barneby",64.6,1.87,48.69,-26.5,2.3,1.59701492537313,0.529021558872305,7.87,11.86,9.66005715387717e-05,1,1
"SHCA","Shepherdia canadensis (L.) Nutt.",84.36,2.63,49.452,-28.48,-0.56,3.25424547768547,0.803528258623428,4.564,9.342,0.00014306965805504,1,5
"SILA20","Sideroxylon lanuginosum Michx.",95.3,2.29166666666667,48.64,-28.6333333333333,-0.716666666666667,2.88499195723748,0.645692209060441,12.7016666666667,17.3483333333333,0.000105960339978401,1,6
"SISA6","Sideroxylon salicifolium (L.) Lam.",81.9,1.55,53.84,-28.6,2.5,1.25934579439252,0.39018691588785,15.33,13.96,0.000118314662492225,1,1
"STTA","Styphelia tameiameiae (Cham. & Schltdl.) F. Muell.",178,0.54,58.69,-30.6,-10.4,1.12782663316583,0.339195979899497,21.82,22.82,9.44954128440367e-05,1,1
"SWMA2","Swietenia mahagoni (L.) Jacq.",94.3,1.735,50.965,-28.75,4.1,3.5718954248366,0.855347593582888,24.325,19.825,0.000120521551345541,1,2
"SYAL","Symphoricarpos albus (L.) S.F. Blake",73.8,1.99,48.875,-29.4,0.8,1.62549019607843,0.350980392156863,4.93,7.56,9.83412502086716e-05,1,1
"TAAS","Taxodium ascendens Brongn.",209.6,1.73,51.515,-27.35,0.05,0.583073073422374,0.153503185639469,14.325,15.285,0.000386615236830227,2,2
"TABR2","Taxus brevifolia Nutt.",135.2,0.9975,54.1725,-27.025,-3.7,2.27331454514319,0.499739563759611,22.7,9.845,0.000135269852276622,1,2
"TADI2","Taxodium distichum (L.) Rich.",100.125,1.98,51.2525,-27.65,3.975,1.82749596267092,0.300664150603594,14.2325,11.985,0.000193686708849005,2,4
"TAHE","Tabebuia heterophylla (DC.) Britton",126.6,1.49,47.78,-24.9,0.8,0.978060046189377,0.267898383371824,14.51,25.39,0.000205169164721886,1,1
"TEDA","Tetradium daniellii (Benn.) T.G. Hartley",80.3,2.0675,46.2675,-28.6,1.325,2.96130294202852,0.576791913803813,5.1775,10.8975,0.000128115291514961,1,4
"THOC2","Thuja occidentalis L.",248.314285714286,1.005,49.9821428571429,-26.3142857142857,-4.76428571428571,1.17807188032488,0.254238359151736,13.8571428571429,11.1671428571429,0.000276502662653151,3,7
"THPL","Thuja plicata Donn ex D. Don",278.7,0.983571428571429,52.985,-26.4857142857143,-4.65,1.10307176255832,0.227996650741145,16.8614285714286,16.62,0.000320486141979427,2,7
"THSTP","Thouinia striata Radlk. var. portoricensis (Radlk.) Votava & Alain",104.1,2.41,53.17,-29.3,2.5,2.28571428571429,0.454458293384468,19.01,14.77,0.000134478312006688,1,1
"TIAM","Tilia americana L.",69.47,3.005,47.311,-27.63,-0.9,5.98123582360681,1.20063262625397,10.786,13.855,0.000116684729867391,5,10
"TIAMA","Tilia americana L. var. americana",77.2,2.2,50.4,-27.1,1.9,2.15544675642595,0.515911872705018,18.38,11.76,0.000134207965851668,1,1
"TODI","Toxicodendron diversilobum (Torr. & A. Gray) Greene",67.8,2.48666666666667,51.1466666666667,-29.5666666666667,-3.4,5.81970000124263,1.38347655387124,5.38,12.0633333333333,8.56787180384044e-05,2,5
"TRSE6","Triadica sebifera (L.) Small",66.55,2.105,48.15,-28.25,5.15,6.15315608169068,1.28198225660934,1.515,6.75,0.000104513900761071,1,2
"TSCA","Tsuga canadensis (L.) Carrière",141.485714285714,1.29096774193548,51.2416129032258,-27.5161290322581,-3.3241935483871,0.796705735568851,0.18754310219291,9.8291935483871,13.041935483871,0.000286508047455995,7,31
"TSHE","Tsuga heterophylla (Raf.) Sarg.",201.485714285714,0.944230769230769,52.6619230769231,-28.1192307692308,-5.82692307692308,0.790389979458618,0.191250580365996,14.9684615384615,12.6415384615385,0.000208941060168239,2,14
"TUDI","Turnera diffusa Willd. ex Schult.",102.3,2.51,50,-27.5,3.6,1.71512915129151,0.388191881918819,11.18,16.41,0.000111531729555908,1,1
