"siteID","file_id","variant","sample_n","q","M","M_prime","qHt","qEt","qDT","qDTM"
"KONA","KONA_2","BrightVectorNorm",427,2,0.415,0.416,143516.9429,0.8884,379.3366,158.4293
"KONZ","KONZ","Raw",11518,0,0.1527,0.1527,132643384,1,11517.591,1759.5139
"KONZ","KONZ","Raw",11518,1,0.1527,0.1527,109852612.4428,0.91,10481.5597,1601.332
"KONZ","KONZ","Raw",11518,2,0.1527,0.1527,92891006.6777,0.8368,9638.4981,1472.6127
"KONZ","KONZ","BrightnessNorm",11518,0,0.1262,0.1262,132643384,1,11517.591,1454.007
"KONZ","KONZ","BrightnessNorm",11518,1,0.1262,0.1262,101389136.8804,0.8743,10069.7173,1271.3498
"KONZ","KONZ","BrightnessNorm",11518,2,0.1262,0.1262,78356498.3922,0.7686,8852.4206,1117.7812
"KONZ","KONZ","VectorNorm",11518,0,0.1262,0.1262,132643384,1,11517.591,1454.007
"KONZ","KONZ","VectorNorm",11518,1,0.1262,0.1262,101389136.8804,0.8743,10069.7173,1271.3498
"KONZ","KONZ","VectorNorm",11518,2,0.1262,0.1262,78356498.3922,0.7686,8852.4206,1117.7812
"KONZ","KONZ","BrightVectorNorm",11518,0,0.1262,0.1262,132643384,1,11517.591,1454.007
"KONZ","KONZ","BrightVectorNorm",11518,1,0.1262,0.1262,101389136.8804,0.8743,10069.7173,1271.3498
"KONZ","KONZ","BrightVectorNorm",11518,2,0.1262,0.1262,78356498.3922,0.7686,8852.4206,1117.7812
"LAJA","LAJA","Raw",1060,0,0.2517,0.252,1122032,0.9998,1059.7602,267.7843
"LAJA","LAJA","Raw",1060,1,0.2517,0.252,895856.5566,0.8934,946.9971,239.3973
"LAJA","LAJA","Raw",1060,2,0.2517,0.252,758486.1445,0.8221,871.4112,220.3693
"LAJA","LAJA","BrightnessNorm",1060,0,0.257,0.2572,1122032,0.9998,1059.7602,273.3547
"LAJA","LAJA","BrightnessNorm",1060,1,0.257,0.2572,875192.4727,0.883,936.0174,241.5532
"LAJA","LAJA","BrightnessNorm",1060,2,0.257,0.2572,735971.8371,0.8098,858.3882,221.6028
"LAJA","LAJA","VectorNorm",1060,0,0.257,0.2572,1122032,0.9998,1059.7602,273.3547
"LAJA","LAJA","VectorNorm",1060,1,0.257,0.2572,875192.4727,0.883,936.0174,241.5532
"LAJA","LAJA","VectorNorm",1060,2,0.257,0.2572,735971.8371,0.8098,858.3882,221.6028
"LAJA","LAJA","BrightVectorNorm",1060,0,0.257,0.2572,1122032,0.9998,1059.7602,273.3547
"LAJA","LAJA","BrightVectorNorm",1060,1,0.257,0.2572,875192.4727,0.883,936.0174,241.5532
"LAJA","LAJA","BrightVectorNorm",1060,2,0.257,0.2572,735971.8371,0.8098,858.3882,221.6028
"LENO","LENO_1","Raw",2032,0,0.1597,0.1598,4125808,0.9999,2031.7086,325.4761
"LENO","LENO_1","Raw",2032,1,0.1597,0.1598,3306754.358,0.8952,1818.9484,291.497
"LENO","LENO_1","Raw",2032,2,0.1597,0.1598,2798241.6201,0.8235,1673.2946,268.2352
"LENO","LENO_1","BrightnessNorm",2032,0,0.1072,0.1073,4125808,0.9999,2031.7086,218.7968
"LENO","LENO_1","BrightnessNorm",2032,1,0.1072,0.1073,2983944.4789,0.8503,1727.9098,186.2299
"LENO","LENO_1","BrightnessNorm",2032,2,0.1072,0.1073,2231183.0188,0.7353,1494.2146,161.1781
"LENO","LENO_1","VectorNorm",2032,0,0.1072,0.1073,4125808,0.9999,2031.7086,218.7968
"LENO","LENO_1","VectorNorm",2032,1,0.1072,0.1073,2983944.4789,0.8503,1727.9098,186.2299
"LENO","LENO_1","VectorNorm",2032,2,0.1072,0.1073,2231183.0188,0.7353,1494.2146,161.1781
"LENO","LENO_1","BrightVectorNorm",2032,0,0.1072,0.1073,4125808,0.9999,2031.7086,218.7968
"LENO","LENO_1","BrightVectorNorm",2032,1,0.1072,0.1073,2983944.4789,0.8503,1727.9098,186.2299
"LENO","LENO_1","BrightVectorNorm",2032,2,0.1072,0.1073,2231183.0188,0.7353,1494.2146,161.1781
"LENO","LENO_2","Raw",2032,0,0.1355,0.1355,4125726,0.9998,2031.6884,276.2041
"LENO","LENO_2","Raw",2032,1,0.1355,0.1355,3280588.0576,0.8916,1811.7394,246.4107
"LENO","LENO_2","Raw",2032,2,0.1355,0.1355,2720399.7804,0.8119,1649.8635,224.4836
"LENO","LENO_2","BrightnessNorm",2032,0,0.1614,0.1615,4125726,0.9998,2031.6884,328.9844
"LENO","LENO_2","BrightnessNorm",2032,1,0.1614,0.1615,3549949.1613,0.9275,1884.6309,305.2443
"LENO","LENO_2","BrightnessNorm",2032,2,0.1614,0.1615,3039126.4099,0.8582,1743.8091,282.5108
"LENO","LENO_2","VectorNorm",2032,0,0.1614,0.1615,4125726,0.9998,2031.6884,328.9844
"LENO","LENO_2","VectorNorm",2032,1,0.1614,0.1615,3549949.1613,0.9275,1884.6309,305.2443
"LENO","LENO_2","VectorNorm",2032,2,0.1614,0.1615,3039126.4099,0.8582,1743.8091,282.5108
"LENO","LENO_2","BrightVectorNorm",2032,0,0.1614,0.1615,4125726,0.9998,2031.6884,328.9844
"LENO","LENO_2","BrightVectorNorm",2032,1,0.1614,0.1615,3549949.1613,0.9275,1884.6309,305.2443
"LENO","LENO_2","BrightVectorNorm",2032,2,0.1614,0.1615,3039126.4099,0.8582,1743.8091,282.5108
"MLBS","MLBS","Raw",3252,0,0.0873,0.0873,10569962,0.9999,3251.6478,284.9223
"MLBS","MLBS","Raw",3252,1,0.0873,0.0873,6082419.8381,0.7585,2466.7563,216.3884
"MLBS","MLBS","Raw",3252,2,0.0873,0.0873,3864328.9851,0.6046,1966.2897,172.6894
"MLBS","MLBS","BrightnessNorm",3252,0,0.1254,0.1254,10569962,0.9999,3251.6478,408.6414
"MLBS","MLBS","BrightnessNorm",3252,1,0.1254,0.1254,5680143.3906,0.733,2383.8052,299.8447
"MLBS","MLBS","BrightnessNorm",3252,2,0.1254,0.1254,3501315.1251,0.5755,1871.6802,235.6424
"MLBS","MLBS","VectorNorm",3252,0,0.1254,0.1254,10569962,0.9999,3251.6478,408.6414
"MLBS","MLBS","VectorNorm",3252,1,0.1254,0.1254,5680143.3906,0.733,2383.8052,299.8447
"MLBS","MLBS","VectorNorm",3252,2,0.1254,0.1254,3501315.1251,0.5755,1871.6802,235.6424
"MLBS","MLBS","BrightVectorNorm",3252,0,0.1254,0.1254,10569962,0.9999,3251.6478,408.6414
"MLBS","MLBS","BrightVectorNorm",3252,1,0.1254,0.1254,5680143.3906,0.733,2383.8052,299.8447
"MLBS","MLBS","BrightVectorNorm",3252,2,0.1254,0.1254,3501315.1251,0.5755,1871.6802,235.6424
"MOAB","MOAB_1","Raw",16210,0,0.1563,0.1563,262736396,1,16209.6455,2534.8934
"MOAB","MOAB_1","Raw",16210,1,0.1563,0.1563,206288807.7535,0.8861,14363.2577,2246.2659
"MOAB","MOAB_1","Raw",16210,2,0.1563,0.1563,173696460.9806,0.8131,13179.8953,2061.2825
"MOAB","MOAB_1","BrightnessNorm",16210,0,0.147,0.147,262736396,1,16209.6455,2383.5149
"MOAB","MOAB_1","BrightnessNorm",16210,1,0.147,0.147,230314313.7761,0.9362,15176.61,2231.678
"MOAB","MOAB_1","BrightnessNorm",16210,2,0.147,0.147,204249809.4879,0.8817,14292.0993,2101.6715
"MOAB","MOAB_1","VectorNorm",16210,0,0.147,0.147,262736396,1,16209.6455,2383.5149
"MOAB","MOAB_1","VectorNorm",16210,1,0.147,0.147,230314313.7761,0.9362,15176.61,2231.678
"MOAB","MOAB_1","VectorNorm",16210,2,0.147,0.147,204249809.4879,0.8817,14292.0993,2101.6715
"MOAB","MOAB_1","BrightVectorNorm",16210,0,0.147,0.147,262736396,1,16209.6455,2383.5149
"MOAB","MOAB_1","BrightVectorNorm",16210,1,0.147,0.147,230314313.7761,0.9362,15176.61,2231.678
"MOAB","MOAB_1","BrightVectorNorm",16210,2,0.147,0.147,204249809.4879,0.8817,14292.0993,2101.6715
"MOAB","MOAB_2","Raw",16210,0,0.1421,0.1421,262736128,1,16209.6372,2304.2687
"MOAB","MOAB_2","Raw",16210,1,0.1421,0.1421,205154803.872,0.8836,14323.726,2036.2947
"MOAB","MOAB_2","Raw",16210,2,0.1421,0.1421,170712929.7869,0.8061,13066.2158,1857.6119
"MOAB","MOAB_2","BrightnessNorm",16210,0,0.1019,0.102,262736128,1,16209.6372,1653.5064
"MOAB","MOAB_2","BrightnessNorm",16210,1,0.1019,0.102,228584854.14,0.9327,15119.5229,1542.3737
"MOAB","MOAB_2","BrightnessNorm",16210,2,0.1019,0.102,195750004.8167,0.8631,13991.5688,1427.3834
"MOAB","MOAB_2","VectorNorm",16210,0,0.1019,0.102,262736128,1,16209.6372,1653.5064
"MOAB","MOAB_2","VectorNorm",16210,1,0.1019,0.102,228584854.14,0.9327,15119.5229,1542.3737
"MOAB","MOAB_2","VectorNorm",16210,2,0.1019,0.102,195750004.8167,0.8631,13991.5688,1427.3834
"MOAB","MOAB_2","BrightVectorNorm",16210,0,0.1019,0.102,262736128,1,16209.6372,1653.5064
"MOAB","MOAB_2","BrightVectorNorm",16210,1,0.1019,0.102,228584854.14,0.9327,15119.5229,1542.3737
"MOAB","MOAB_2","BrightVectorNorm",16210,2,0.1019,0.102,195750004.8167,0.8631,13991.5688,1427.3834
"NIWO","NIWO_1","Raw",4324,0,0.3362,0.3363,18689468,0.9999,4323.6318,1454.6339
"NIWO","NIWO_1","Raw",4324,1,0.3362,0.3363,15307125.3692,0.9049,3912.9322,1316.5539
"NIWO","NIWO_1","Raw",4324,2,0.3362,0.3363,13576397.0318,0.8522,3685.1163,1239.9607
"NIWO","NIWO_1","BrightnessNorm",4324,0,0.2631,0.2631,18689468,0.9999,4323.6318,1138.3488
"NIWO","NIWO_1","BrightnessNorm",4324,1,0.2631,0.2631,14762462.8572,0.8887,3842.6951,1011.8365
"NIWO","NIWO_1","BrightnessNorm",4324,2,0.2631,0.2631,12653225.9313,0.8228,3557.6374,936.8509
"NIWO","NIWO_1","VectorNorm",4324,0,0.2631,0.2631,18689468,0.9999,4323.6318,1138.3488
"NIWO","NIWO_1","VectorNorm",4324,1,0.2631,0.2631,14762462.8572,0.8887,3842.6951,1011.8365
"NIWO","NIWO_1","VectorNorm",4324,2,0.2631,0.2631,12653225.9313,0.8228,3557.6374,936.8509
"NIWO","NIWO_1","BrightVectorNorm",4324,0,0.2631,0.2631,18689468,0.9999,4323.6318,1138.3488
"NIWO","NIWO_1","BrightVectorNorm",4324,1,0.2631,0.2631,14762462.8572,0.8887,3842.6951,1011.8365
"NIWO","NIWO_1","BrightVectorNorm",4324,2,0.2631,0.2631,12653225.9313,0.8228,3557.6374,936.8509
"NIWO","NIWO_2","Raw",4324,0,0.1673,0.1673,18689470,0.9999,4323.632,724.1631
"NIWO","NIWO_2","Raw",4324,1,0.1673,0.1673,14599685.8563,0.8838,3821.4536,640.1697
"NIWO","NIWO_2","Raw",4324,2,0.1673,0.1673,12395378.106,0.8143,3521.2071,589.951
"NIWO","NIWO_2","BrightnessNorm",4324,0,0.3548,0.3549,18689470,0.9999,4323.632,1534.947
"NIWO","NIWO_2","BrightnessNorm",4324,1,0.3548,0.3549,15370906.1499,0.9068,3921.0748,1392.1269
"NIWO","NIWO_2","BrightnessNorm",4324,2,0.3548,0.3549,13683127.7387,0.8556,3699.5712,1313.5415
"NIWO","NIWO_2","VectorNorm",4324,0,0.3548,0.3549,18689470,0.9999,4323.632,1534.947
"NIWO","NIWO_2","VectorNorm",4324,1,0.3548,0.3549,15370906.1499,0.9068,3921.0748,1392.1269
"NIWO","NIWO_2","VectorNorm",4324,2,0.3548,0.3549,13683127.7387,0.8556,3699.5712,1313.5415
"NIWO","NIWO_2","BrightVectorNorm",4324,0,0.3548,0.3549,18689470,0.9999,4323.632,1534.947
"NIWO","NIWO_2","BrightVectorNorm",4324,1,0.3548,0.3549,15370906.1499,0.9068,3921.0748,1392.1269
"NIWO","NIWO_2","BrightVectorNorm",4324,2,0.3548,0.3549,13683127.7387,0.8556,3699.5712,1313.5415
"OAES","OAES_1","Raw",1719,0,0.1516,0.1517,2952128,0.9998,1718.6758,261.5835
"OAES","OAES_1","Raw",1719,1,0.1516,0.1517,2395667.4471,0.9007,1548.2945,235.7505
"OAES","OAES_1","Raw",1719,2,0.1516,0.1517,1998007.3886,0.8226,1414.009,215.3903
"OAES","OAES_1","BrightnessNorm",1719,0,0.1703,0.1704,2952128,0.9998,1718.6758,293.6163
"OAES","OAES_1","BrightnessNorm",1719,1,0.1703,0.1704,2188116.172,0.8608,1479.7283,252.9338
"OAES","OAES_1","BrightnessNorm",1719,2,0.1703,0.1704,1722613.6762,0.7638,1312.9839,224.5445
"OAES","OAES_1","VectorNorm",1719,0,0.1703,0.1704,2952128,0.9998,1718.6758,293.6163
"OAES","OAES_1","VectorNorm",1719,1,0.1703,0.1704,2188116.172,0.8608,1479.7283,252.9338
"OAES","OAES_1","VectorNorm",1719,2,0.1703,0.1704,1722613.6762,0.7638,1312.9839,224.5445
"OAES","OAES_1","BrightVectorNorm",1719,0,0.1703,0.1704,2952128,0.9998,1718.6758,293.6163
"OAES","OAES_1","BrightVectorNorm",1719,1,0.1703,0.1704,2188116.172,0.8608,1479.7283,252.9338
"OAES","OAES_1","BrightVectorNorm",1719,2,0.1703,0.1704,1722613.6762,0.7638,1312.9839,224.5445
"OAES","OAES_2","Raw",1719,0,0.1873,0.1874,2952162,0.9998,1718.6857,322.8822
"OAES","OAES_2","Raw",1719,1,0.1873,0.1874,2449611.9663,0.9108,1565.6237,294.2162
"OAES","OAES_2","Raw",1719,2,0.1873,0.1874,2100844.4072,0.8435,1449.9291,272.5484
"OAES","OAES_2","BrightnessNorm",1719,0,0.1646,0.1647,2952162,0.9998,1718.6857,283.8672
"OAES","OAES_2","BrightnessNorm",1719,1,0.1646,0.1647,2221274.9755,0.8673,1490.8943,246.3765
"OAES","OAES_2","BrightnessNorm",1719,2,0.1646,0.1647,1746759.4911,0.7691,1322.1504,218.604
"OAES","OAES_2","VectorNorm",1719,0,0.1646,0.1647,2952162,0.9998,1718.6857,283.8672
"OAES","OAES_2","VectorNorm",1719,1,0.1646,0.1647,2221274.9755,0.8673,1490.8943,246.3765
"OAES","OAES_2","VectorNorm",1719,2,0.1646,0.1647,1746759.4911,0.7691,1322.1504,218.604
"OAES","OAES_2","BrightVectorNorm",1719,0,0.1646,0.1647,2952162,0.9998,1718.6857,283.8672
"OAES","OAES_2","BrightVectorNorm",1719,1,0.1646,0.1647,2221274.9755,0.8673,1490.8943,246.3765
"OAES","OAES_2","BrightVectorNorm",1719,2,0.1646,0.1647,1746759.4911,0.7691,1322.1504,218.604
"ONAQ","ONAQ_1","Raw",23314,0,0.0988,0.0988,543502960,1,23313.6499,2304.337
"ONAQ","ONAQ_1","Raw",23314,1,0.0988,0.0988,419406107.2771,0.8784,20479.9069,2024.3694
"ONAQ","ONAQ_1","Raw",23314,2,0.0988,0.0988,334298281.3343,0.7843,18284.3257,1807.4509
"ONAQ","ONAQ_1","BrightnessNorm",23314,0,0.0947,0.0947,543502960,1,23313.6499,2208.9172
"ONAQ","ONAQ_1","BrightnessNorm",23314,1,0.0947,0.0947,399236997.1454,0.8571,19981.4158,1893.3383
"ONAQ","ONAQ_1","BrightnessNorm",23314,2,0.0947,0.0947,301071162.9695,0.7443,17351.9023,1644.3104
"ONAQ","ONAQ_1","VectorNorm",23314,0,0.0947,0.0947,543502960,1,23313.6499,2208.9172
"ONAQ","ONAQ_1","VectorNorm",23314,1,0.0947,0.0947,399236997.1454,0.8571,19981.4158,1893.3383
"ONAQ","ONAQ_1","VectorNorm",23314,2,0.0947,0.0947,301071162.9695,0.7443,17351.9023,1644.3104
"ONAQ","ONAQ_1","BrightVectorNorm",23314,0,0.0947,0.0947,543502960,1,23313.6499,2208.9172
"ONAQ","ONAQ_1","BrightVectorNorm",23314,1,0.0947,0.0947,399236997.1454,0.8571,19981.4158,1893.3383
"ONAQ","ONAQ_1","BrightVectorNorm",23314,2,0.0947,0.0947,301071162.9695,0.7443,17351.9023,1644.3104
"ONAQ","ONAQ_2","Raw",23314,0,0.171,0.171,543501090,1,23313.6098,3987.612
"ONAQ","ONAQ_2","Raw",23314,1,0.171,0.171,408790117.3409,0.8672,20219.0587,3458.4458
"ONAQ","ONAQ_2","Raw",23314,2,0.171,0.171,330964292.5607,0.7803,18192.924,3111.9781
"ONAQ","ONAQ_2","BrightnessNorm",23314,0,0.1875,0.1875,543501090,1,23313.6098,4372.8465
"ONAQ","ONAQ_2","BrightnessNorm",23314,1,0.1875,0.1875,411962109.13,0.8706,20297.3497,3807.2273
"ONAQ","ONAQ_2","BrightnessNorm",23314,2,0.1875,0.1875,328073060.3864,0.7769,18113.2872,3397.6645
"ONAQ","ONAQ_2","VectorNorm",23314,0,0.1875,0.1875,543501090,1,23313.6098,4372.8465
"ONAQ","ONAQ_2","VectorNorm",23314,1,0.1875,0.1875,411962109.13,0.8706,20297.3497,3807.2273
"ONAQ","ONAQ_2","VectorNorm",23314,2,0.1875,0.1875,328073060.3864,0.7769,18113.2872,3397.6645
"ONAQ","ONAQ_2","BrightVectorNorm",23314,0,0.1875,0.1875,543501090,1,23313.6098,4372.8465
"ONAQ","ONAQ_2","BrightVectorNorm",23314,1,0.1875,0.1875,411962109.13,0.8706,20297.3497,3807.2273
"ONAQ","ONAQ_2","BrightVectorNorm",23314,2,0.1875,0.1875,328073060.3864,0.7769,18113.2872,3397.6645
"ORNL","ORNL","Raw",17516,0,0.1679,0.1679,306781394,1,17515.6761,2941.0451
"ORNL","ORNL","Raw",17516,1,0.1679,0.1679,217122326.5263,0.8413,14735.5713,2474.3983
"ORNL","ORNL","Raw",17516,2,0.1679,0.1679,165158253.7525,0.7337,12851.8911,2158.2184
"ORNL","ORNL","BrightnessNorm",17516,0,0.1149,0.1149,306781394,1,17515.6761,2013.6445
"ORNL","ORNL","BrightnessNorm",17516,1,0.1149,0.1149,176304790.1616,0.7581,13278.4814,1526.7683
"ORNL","ORNL","BrightnessNorm",17516,2,0.1149,0.1149,115393036.9142,0.6133,10742.6151,1235.3837
"ORNL","ORNL","VectorNorm",17516,0,0.1149,0.1149,306781394,1,17515.6761,2013.6445
"ORNL","ORNL","VectorNorm",17516,1,0.1149,0.1149,176304790.1616,0.7581,13278.4814,1526.7683
"ORNL","ORNL","VectorNorm",17516,2,0.1149,0.1149,115393036.9142,0.6133,10742.6151,1235.3837
"ORNL","ORNL","BrightVectorNorm",17516,0,0.1149,0.1149,306781394,1,17515.6761,2013.6445
"ORNL","ORNL","BrightVectorNorm",17516,1,0.1149,0.1149,176304790.1616,0.7581,13278.4814,1526.7683
"ORNL","ORNL","BrightVectorNorm",17516,2,0.1149,0.1149,115393036.9142,0.6133,10742.6151,1235.3837
"RMNP","RMNP_1","Raw",15096,0,0.1987,0.1987,227863776,1,15095.6574,2999.8493
"RMNP","RMNP_1","Raw",15096,1,0.1987,0.1987,177233222.1884,0.8819,13313.3968,2645.7918
"RMNP","RMNP_1","Raw",15096,2,0.1987,0.1987,150079280.4376,0.8116,12251.1849,2434.7766
"RMNP","RMNP_1","BrightnessNorm",15096,0,0.2509,0.2509,227863776,1,15095.6574,3788.3734
"RMNP","RMNP_1","BrightnessNorm",15096,1,0.2509,0.2509,179343806.8626,0.8872,13392.4307,3361.0481
"RMNP","RMNP_1","BrightnessNorm",15096,2,0.2509,0.2509,154380943.113,0.8231,12425.5128,3118.4566
"RMNP","RMNP_1","VectorNorm",15096,0,0.2509,0.2509,227863776,1,15095.6574,3788.3734
"RMNP","RMNP_1","VectorNorm",15096,1,0.2509,0.2509,179343806.8626,0.8872,13392.4307,3361.0481
"RMNP","RMNP_1","VectorNorm",15096,2,0.2509,0.2509,154380943.113,0.8231,12425.5128,3118.4566
"RMNP","RMNP_1","BrightVectorNorm",15096,0,0.2509,0.2509,227863776,1,15095.6574,3788.3734
"RMNP","RMNP_1","BrightVectorNorm",15096,1,0.2509,0.2509,179343806.8626,0.8872,13392.4307,3361.0481
"RMNP","RMNP_1","BrightVectorNorm",15096,2,0.2509,0.2509,154380943.113,0.8231,12425.5128,3118.4566
"RMNP","RMNP_2","Raw",15096,0,0.177,0.177,227863700,1,15095.6549,2672.8786
"RMNP","RMNP_2","Raw",15096,1,0.177,0.177,177894553.217,0.8836,13338.2117,2361.8173
"RMNP","RMNP_2","Raw",15096,2,0.177,0.177,150301262.701,0.8122,12260.2416,2171.0203
"RMNP","RMNP_2","BrightnessNorm",15096,0,0.2634,0.2634,227863700,1,15095.6549,3976.7117
"RMNP","RMNP_2","BrightnessNorm",15096,1,0.2634,0.2634,182161034.4195,0.8941,13497.2046,3555.7311
"RMNP","RMNP_2","BrightnessNorm",15096,2,0.2634,0.2634,157565525.205,0.8315,12553.0107,3307.0607
"RMNP","RMNP_2","VectorNorm",15096,0,0.2634,0.2634,227863700,1,15095.6549,3976.7117
"RMNP","RMNP_2","VectorNorm",15096,1,0.2634,0.2634,182161034.4195,0.8941,13497.2046,3555.7311
"RMNP","RMNP_2","VectorNorm",15096,2,0.2634,0.2634,157565525.205,0.8315,12553.0107,3307.0607
"RMNP","RMNP_2","BrightVectorNorm",15096,0,0.2634,0.2634,227863700,1,15095.6549,3976.7117
"RMNP","RMNP_2","BrightVectorNorm",15096,1,0.2634,0.2634,182161034.4195,0.8941,13497.2046,3555.7311
"RMNP","RMNP_2","BrightVectorNorm",15096,2,0.2634,0.2634,157565525.205,0.8315,12553.0107,3307.0607
"SCBI","SCBI_1","Raw",2839,0,0.1912,0.1913,8055020,0.9999,2838.6368,543.8345
"SCBI","SCBI_1","Raw",2839,1,0.1912,0.1913,6109204.7495,0.8708,2472.1806,473.7568
"SCBI","SCBI_1","Raw",2839,2,0.1912,0.1913,5031386.8627,0.7903,2243.5754,430.0405
"SCBI","SCBI_1","BrightnessNorm",2839,0,0.1444,0.1445,8055020,0.9999,2838.6368,410.9552
"SCBI","SCBI_1","BrightnessNorm",2839,1,0.1444,0.1445,4129425.9293,0.716,2032.599,294.5474
"SCBI","SCBI_1","BrightnessNorm",2839,2,0.1444,0.1445,2799507.7112,0.5895,1673.673,242.7114
"SCBI","SCBI_1","VectorNorm",2839,0,0.1444,0.1445,8055020,0.9999,2838.6368,410.9552
"SCBI","SCBI_1","VectorNorm",2839,1,0.1444,0.1445,4129425.9293,0.716,2032.599,294.5474
"SCBI","SCBI_1","VectorNorm",2839,2,0.1444,0.1445,2799507.7112,0.5895,1673.673,242.7114
"SCBI","SCBI_1","BrightVectorNorm",2839,0,0.1444,0.1445,8055020,0.9999,2838.6368,410.9552
"SCBI","SCBI_1","BrightVectorNorm",2839,1,0.1444,0.1445,4129425.9293,0.716,2032.599,294.5474
"SCBI","SCBI_1","BrightVectorNorm",2839,2,0.1444,0.1445,2799507.7112,0.5895,1673.673,242.7114
"SCBI","SCBI_2","Raw",2839,0,0.0921,0.0922,8055170,0.9999,2838.6632,262.5128
"SCBI","SCBI_2","Raw",2839,1,0.0921,0.0922,4276918.5016,0.7286,2068.5713,191.5678
"SCBI","SCBI_2","Raw",2839,2,0.0921,0.0922,2621247.1029,0.5705,1619.5267,150.1995
"SCBI","SCBI_2","BrightnessNorm",2839,0,0.1953,0.1954,8055170,0.9999,2838.6632,555.4799
"SCBI","SCBI_2","BrightnessNorm",2839,1,0.1953,0.1954,5064975.8883,0.7929,2251.0502,440.7006
"SCBI","SCBI_2","BrightnessNorm",2839,2,0.1953,0.1954,3623691.9018,0.6707,1904.0998,372.9303
"SCBI","SCBI_2","VectorNorm",2839,0,0.1953,0.1954,8055170,0.9999,2838.6632,555.4799
"SCBI","SCBI_2","VectorNorm",2839,1,0.1953,0.1954,5064975.8883,0.7929,2251.0502,440.7006
"SCBI","SCBI_2","VectorNorm",2839,2,0.1953,0.1954,3623691.9018,0.6707,1904.0998,372.9303
"SCBI","SCBI_2","BrightVectorNorm",2839,0,0.1953,0.1954,8055170,0.9999,2838.6632,555.4799
"SCBI","SCBI_2","BrightVectorNorm",2839,1,0.1953,0.1954,5064975.8883,0.7929,2251.0502,440.7006
"SCBI","SCBI_2","BrightVectorNorm",2839,2,0.1953,0.1954,3623691.9018,0.6707,1904.0998,372.9303
"SERC","SERC","Raw",2852,0,0.1422,0.1422,8129124,0.9999,2851.6619,406.4689
"SERC","SERC","Raw",2852,1,0.1422,0.1422,5990776.3442,0.8584,2448.1063,349.0886
"SERC","SERC","Raw",2852,2,0.1422,0.1422,4835013.768,0.7712,2199.3665,313.7211
"SERC","SERC","BrightnessNorm",2852,0,0.1133,0.1133,8129124,0.9999,2851.6619,323.9944
"SERC","SERC","BrightnessNorm",2852,1,0.1133,0.1133,4466299.6608,0.7412,2113.8622,240.4273
"SERC","SERC","BrightnessNorm",2852,2,0.1133,0.1133,3082946.4619,0.6158,1756.3322,199.9315
"SERC","SERC","VectorNorm",2852,0,0.1133,0.1133,8129124,0.9999,2851.6619,323.9944
"SERC","SERC","VectorNorm",2852,1,0.1133,0.1133,4466299.6608,0.7412,2113.8622,240.4273
"SERC","SERC","VectorNorm",2852,2,0.1133,0.1133,3082946.4619,0.6158,1756.3322,199.9315
"SERC","SERC","BrightVectorNorm",2852,0,0.1133,0.1133,8129124,0.9999,2851.6619,323.9944
"SERC","SERC","BrightVectorNorm",2852,1,0.1133,0.1133,4466299.6608,0.7412,2113.8622,240.4273
"SERC","SERC","BrightVectorNorm",2852,2,0.1133,0.1133,3082946.4619,0.6158,1756.3322,199.9315
"SJER","SJER","Raw",5743,0,0.1807,0.1807,32972418,0.9999,5742.6615,1038.707
"SJER","SJER","Raw",5743,1,0.1807,0.1807,26145681.0705,0.8904,5113.7848,925.0681
"SJER","SJER","Raw",5743,2,0.1807,0.1807,22223285.0063,0.8209,4714.658,852.9454
"SJER","SJER","BrightnessNorm",5743,0,0.187,0.1871,32972418,0.9999,5742.6615,1075.1428
"SJER","SJER","BrightnessNorm",5743,1,0.187,0.1871,28066568.8363,0.9226,5298.2891,992.0247
"SJER","SJER","BrightnessNorm",5743,2,0.187,0.1871,24250774.348,0.8576,4925.0075,922.2038
"SJER","SJER","VectorNorm",5743,0,0.187,0.1871,32972418,0.9999,5742.6615,1075.1428
"SJER","SJER","VectorNorm",5743,1,0.187,0.1871,28066568.8363,0.9226,5298.2891,992.0247
"SJER","SJER","VectorNorm",5743,2,0.187,0.1871,24250774.348,0.8576,4925.0075,922.2038
"SJER","SJER","BrightVectorNorm",5743,0,0.187,0.1871,32972418,0.9999,5742.6615,1075.1428
"SJER","SJER","BrightVectorNorm",5743,1,0.187,0.1871,28066568.8363,0.9226,5298.2891,992.0247
"SJER","SJER","BrightVectorNorm",5743,2,0.187,0.1871,24250774.348,0.8576,4925.0075,922.2038
"SOAP","SOAP_1","Raw",1669,0,0.1793,0.1794,2782732,0.9998,1668.6523,300.2245
"SOAP","SOAP_1","Raw",1669,1,0.1793,0.1794,2286558.864,0.9063,1512.6373,272.2477
"SOAP","SOAP_1","Raw",1669,2,0.1793,0.1794,1939597.6987,0.8347,1393.1945,250.8291
"SOAP","SOAP_1","BrightnessNorm",1669,0,0.1854,0.1855,2782732,0.9998,1668.6523,310.2949
"SOAP","SOAP_1","BrightnessNorm",1669,1,0.1854,0.1855,2136950.9515,0.8762,1462.3315,272.0521
"SOAP","SOAP_1","BrightnessNorm",1669,2,0.1854,0.1855,1745868.5782,0.792,1321.8133,246.0062
"SOAP","SOAP_1","VectorNorm",1669,0,0.1854,0.1855,2782732,0.9998,1668.6523,310.2949
"SOAP","SOAP_1","VectorNorm",1669,1,0.1854,0.1855,2136950.9515,0.8762,1462.3315,272.0521
