"siteID","file_id","variant","sample_n","q","M","M_prime","qHt","qEt","qDT","qDTM"
"SOAP","SOAP_1","VectorNorm",1669,2,0.1854,0.1855,1745868.5782,0.792,1321.8133,246.0062
"SOAP","SOAP_1","BrightVectorNorm",1669,0,0.1854,0.1855,2782732,0.9998,1668.6523,310.2949
"SOAP","SOAP_1","BrightVectorNorm",1669,1,0.1854,0.1855,2136950.9515,0.8762,1462.3315,272.0521
"SOAP","SOAP_1","BrightVectorNorm",1669,2,0.1854,0.1855,1745868.5782,0.792,1321.8133,246.0062
"SOAP","SOAP_2","Raw",1669,0,0.2411,0.2413,2782774,0.9998,1668.6649,403.3491
"SOAP","SOAP_2","Raw",1669,1,0.2411,0.2413,2195369.2721,0.8881,1482.1779,358.3833
"SOAP","SOAP_2","Raw",1669,2,0.2411,0.2413,1859309.2918,0.8173,1364.065,329.9039
"SOAP","SOAP_2","BrightnessNorm",1669,0,0.2278,0.228,2782774,0.9998,1668.6649,381.1868
"SOAP","SOAP_2","BrightnessNorm",1669,1,0.2278,0.228,2224693.8804,0.894,1492.0409,340.945
"SOAP","SOAP_2","BrightnessNorm",1669,2,0.2278,0.228,1908293.1758,0.828,1381.9099,315.8528
"SOAP","SOAP_2","VectorNorm",1669,0,0.2278,0.228,2782774,0.9998,1668.6649,381.1868
"SOAP","SOAP_2","VectorNorm",1669,1,0.2278,0.228,2224693.8804,0.894,1492.0409,340.945
"SOAP","SOAP_2","VectorNorm",1669,2,0.2278,0.228,1908293.1758,0.828,1381.9099,315.8528
"SOAP","SOAP_2","BrightVectorNorm",1669,0,0.2278,0.228,2782774,0.9998,1668.6649,381.1868
"SOAP","SOAP_2","BrightVectorNorm",1669,1,0.2278,0.228,2224693.8804,0.894,1492.0409,340.945
"SOAP","SOAP_2","BrightVectorNorm",1669,2,0.2278,0.228,1908293.1758,0.828,1381.9099,315.8528
"STER","STER","Raw",918,0,0.3262,0.3266,841110,0.9996,917.6206,300.3643
"STER","STER","Raw",918,1,0.3262,0.3266,693351.3121,0.9076,833.1773,272.8156
"STER","STER","Raw",918,2,0.3262,0.3266,609734.351,0.8511,781.355,255.9091
"STER","STER","BrightnessNorm",918,0,0.3008,0.3011,841110,0.9996,917.6206,276.9849
"STER","STER","BrightnessNorm",918,1,0.3008,0.3011,660356.4472,0.8858,813.1233,245.5561
"STER","STER","BrightnessNorm",918,2,0.3008,0.3011,567941.1959,0.8215,754.1189,227.8099
"STER","STER","VectorNorm",918,0,0.3008,0.3011,841110,0.9996,917.6206,276.9849
"STER","STER","VectorNorm",918,1,0.3008,0.3011,660356.4472,0.8858,813.1233,245.5561
"STER","STER","VectorNorm",918,2,0.3008,0.3011,567941.1959,0.8215,754.1189,227.8099
"STER","STER","BrightVectorNorm",918,0,0.3008,0.3011,841110,0.9996,917.6206,276.9849
"STER","STER","BrightVectorNorm",918,1,0.3008,0.3011,660356.4472,0.8858,813.1233,245.5561
"STER","STER","BrightVectorNorm",918,2,0.3008,0.3011,567941.1959,0.8215,754.1189,227.8099
"TALL","TALL_1","Raw",16286,0,0.1137,0.1137,265207236,1,16285.6846,1853.2828
"TALL","TALL_1","Raw",16286,1,0.1137,0.1137,209086925.0025,0.8879,14460.3384,1645.6736
"TALL","TALL_1","Raw",16286,2,0.1137,0.1137,164910144.6737,0.7885,12842.2345,1461.6355
"TALL","TALL_1","BrightnessNorm",16286,0,0.089,0.089,265207236,1,16285.6846,1450.9916
"TALL","TALL_1","BrightnessNorm",16286,1,0.089,0.089,194482365.1747,0.8563,13946.1934,1242.6956
"TALL","TALL_1","BrightnessNorm",16286,2,0.089,0.089,138137384.175,0.7217,11753.6861,1047.4863
"TALL","TALL_1","VectorNorm",16286,0,0.089,0.089,265207236,1,16285.6846,1450.9916
"TALL","TALL_1","VectorNorm",16286,1,0.089,0.089,194482365.1747,0.8563,13946.1934,1242.6956
"TALL","TALL_1","VectorNorm",16286,2,0.089,0.089,138137384.175,0.7217,11753.6861,1047.4863
"TALL","TALL_1","BrightVectorNorm",16286,0,0.089,0.089,265207236,1,16285.6846,1450.9916
"TALL","TALL_1","BrightVectorNorm",16286,1,0.089,0.089,194482365.1747,0.8563,13946.1934,1242.6956
"TALL","TALL_1","BrightVectorNorm",16286,2,0.089,0.089,138137384.175,0.7217,11753.6861,1047.4863
"TALL","TALL_2","Raw",16286,0,0.1063,0.1063,265207304,1,16285.6867,1731.4408
"TALL","TALL_2","Raw",16286,1,0.1063,0.1063,206682737.0184,0.8828,14376.9647,1528.6289
"TALL","TALL_2","Raw",16286,2,0.1063,0.1063,157017403.46,0.7694,12531.1586,1332.5022
"TALL","TALL_2","BrightnessNorm",16286,0,0.0701,0.0701,265207304,1,16285.6867,1142.4011
"TALL","TALL_2","BrightnessNorm",16286,1,0.0701,0.0701,184976954.0891,0.8351,13601.1233,954.2504
"TALL","TALL_2","BrightnessNorm",16286,2,0.0701,0.0701,114039963.7181,0.6557,10679.4496,749.4815
"TALL","TALL_2","VectorNorm",16286,0,0.0701,0.0701,265207304,1,16285.6867,1142.4011
"TALL","TALL_2","VectorNorm",16286,1,0.0701,0.0701,184976954.0891,0.8351,13601.1233,954.2504
"TALL","TALL_2","VectorNorm",16286,2,0.0701,0.0701,114039963.7181,0.6557,10679.4496,749.4815
"TALL","TALL_2","BrightVectorNorm",16286,0,0.0701,0.0701,265207304,1,16285.6867,1142.4011
"TALL","TALL_2","BrightVectorNorm",16286,1,0.0701,0.0701,184976954.0891,0.8351,13601.1233,954.2504
"TALL","TALL_2","BrightVectorNorm",16286,2,0.0701,0.0701,114039963.7181,0.6557,10679.4496,749.4815
"TEAK","TEAK_1","Raw",16934,0,0.1628,0.1628,286731834,1,16933.6578,2757.2129
"TEAK","TEAK_1","Raw",16934,1,0.1628,0.1628,222575992.871,0.881,14919.481,2429.3747
"TEAK","TEAK_1","Raw",16934,2,0.1628,0.1628,181340998.7483,0.7953,13466.7912,2192.9271
"TEAK","TEAK_1","BrightnessNorm",16934,0,0.2428,0.2428,286731834,1,16933.6578,4112.2372
"TEAK","TEAK_1","BrightnessNorm",16934,1,0.2428,0.2428,229944739.0017,0.8955,15164.4289,3682.6951
"TEAK","TEAK_1","BrightnessNorm",16934,2,0.2428,0.2428,198612295.2785,0.8323,14093.4875,3422.6866
"TEAK","TEAK_1","VectorNorm",16934,0,0.2428,0.2428,286731834,1,16933.6578,4112.2372
"TEAK","TEAK_1","VectorNorm",16934,1,0.2428,0.2428,229944739.0017,0.8955,15164.4289,3682.6951
"TEAK","TEAK_1","VectorNorm",16934,2,0.2428,0.2428,198612295.2785,0.8323,14093.4875,3422.6866
"TEAK","TEAK_1","BrightVectorNorm",16934,0,0.2428,0.2428,286731834,1,16933.6578,4112.2372
"TEAK","TEAK_1","BrightVectorNorm",16934,1,0.2428,0.2428,229944739.0017,0.8955,15164.4289,3682.6951
"TEAK","TEAK_1","BrightVectorNorm",16934,2,0.2428,0.2428,198612295.2785,0.8323,14093.4875,3422.6866
"TEAK","TEAK_2","Raw",16934,0,0.141,0.141,286732014,1,16933.6631,2388.1954
"TEAK","TEAK_2","Raw",16934,1,0.141,0.141,207969299.3645,0.8516,14421.6407,2034.0672
"TEAK","TEAK_2","Raw",16934,2,0.141,0.141,162057267.2981,0.7518,12730.6715,1795.6855
"TEAK","TEAK_2","BrightnessNorm",16934,0,0.236,0.236,286732014,1,16933.6631,3997.6522
"TEAK","TEAK_2","BrightnessNorm",16934,1,0.236,0.236,229176260.601,0.894,15139.0687,3574.0953
"TEAK","TEAK_2","BrightnessNorm",16934,2,0.236,0.236,197190040.3624,0.8293,14042.9371,3315.3883
"TEAK","TEAK_2","VectorNorm",16934,0,0.236,0.236,286732014,1,16933.6631,3997.6522
"TEAK","TEAK_2","VectorNorm",16934,1,0.236,0.236,229176260.601,0.894,15139.0687,3574.0953
"TEAK","TEAK_2","VectorNorm",16934,2,0.236,0.236,197190040.3624,0.8293,14042.9371,3315.3883
"TEAK","TEAK_2","BrightVectorNorm",16934,0,0.236,0.236,286732014,1,16933.6631,3997.6522
"TEAK","TEAK_2","BrightVectorNorm",16934,1,0.236,0.236,229176260.601,0.894,15139.0687,3574.0953
"TEAK","TEAK_2","BrightVectorNorm",16934,2,0.236,0.236,197190040.3624,0.8293,14042.9371,3315.3883
"TREE","TREE_1","Raw",1580,0,0.1562,0.1563,2493616,0.9998,1579.6188,247.8027
"TREE","TREE_1","Raw",1580,1,0.1562,0.1563,1991770.5434,0.8935,1411.8011,221.5825
"TREE","TREE_1","Raw",1580,2,0.1562,0.1563,1696841.5714,0.8248,1303.1288,204.6033
"TREE","TREE_1","BrightnessNorm",1580,0,0.1204,0.1205,2493616,0.9998,1579.6188,191.2006
"TREE","TREE_1","BrightnessNorm",1580,1,0.1204,0.1205,1901881.3451,0.8732,1379.5872,167.115
"TREE","TREE_1","BrightnessNorm",1580,2,0.1204,0.1205,1392560.5596,0.7472,1180.5681,143.1513
"TREE","TREE_1","VectorNorm",1580,0,0.1204,0.1205,2493616,0.9998,1579.6188,191.2006
"TREE","TREE_1","VectorNorm",1580,1,0.1204,0.1205,1901881.3451,0.8732,1379.5872,167.115
"TREE","TREE_1","VectorNorm",1580,2,0.1204,0.1205,1392560.5596,0.7472,1180.5681,143.1513
"TREE","TREE_1","BrightVectorNorm",1580,0,0.1204,0.1205,2493616,0.9998,1579.6188,191.2006
"TREE","TREE_1","BrightVectorNorm",1580,1,0.1204,0.1205,1901881.3451,0.8732,1379.5872,167.115
"TREE","TREE_1","BrightVectorNorm",1580,2,0.1204,0.1205,1392560.5596,0.7472,1180.5681,143.1513
"TREE","TREE_2","Raw",1580,0,0.1649,0.165,2493622,0.9998,1579.6207,261.4663
"TREE","TREE_2","Raw",1580,1,0.1649,0.165,1989289.3461,0.893,1410.9218,233.6493
"TREE","TREE_2","Raw",1580,2,0.1649,0.165,1691552.5312,0.8235,1301.0971,215.5401
"TREE","TREE_2","BrightnessNorm",1580,0,0.1264,0.1265,2493622,0.9998,1579.6207,200.665
"TREE","TREE_2","BrightnessNorm",1580,1,0.1264,0.1265,1928757.6671,0.8793,1389.2973,176.608
"TREE","TREE_2","BrightnessNorm",1580,2,0.1264,0.1265,1466443.134,0.7668,1211.468,154.1303
"TREE","TREE_2","VectorNorm",1580,0,0.1264,0.1265,2493622,0.9998,1579.6207,200.665
"TREE","TREE_2","VectorNorm",1580,1,0.1264,0.1265,1928757.6671,0.8793,1389.2973,176.608
"TREE","TREE_2","VectorNorm",1580,2,0.1264,0.1265,1466443.134,0.7668,1211.468,154.1303
"TREE","TREE_2","BrightVectorNorm",1580,0,0.1264,0.1265,2493622,0.9998,1579.6207,200.665
"TREE","TREE_2","BrightVectorNorm",1580,1,0.1264,0.1265,1928757.6671,0.8793,1389.2973,176.608
"TREE","TREE_2","BrightVectorNorm",1580,2,0.1264,0.1265,1466443.134,0.7668,1211.468,154.1303
"UKFS","UKFS_1","Raw",1780,0,0.1513,0.1514,3165418,0.9998,1779.6622,270.2393
"UKFS","UKFS_1","Raw",1780,1,0.1513,0.1514,2585512.7509,0.9036,1608.453,244.3376
"UKFS","UKFS_1","Raw",1780,2,0.1513,0.1514,2198798.0707,0.8333,1483.3346,225.4088
"UKFS","UKFS_1","BrightnessNorm",1780,0,0.2226,0.2227,3165418,0.9998,1779.6622,397.1904
"UKFS","UKFS_1","BrightnessNorm",1780,1,0.2226,0.2227,2512230.3152,0.8907,1585.5018,353.9661
"UKFS","UKFS_1","BrightnessNorm",1780,2,0.2226,0.2227,2146239.5182,0.8233,1465.505,327.2523
"UKFS","UKFS_1","VectorNorm",1780,0,0.2226,0.2227,3165418,0.9998,1779.6622,397.1904
"UKFS","UKFS_1","VectorNorm",1780,1,0.2226,0.2227,2512230.3152,0.8907,1585.5018,353.9661
"UKFS","UKFS_1","VectorNorm",1780,2,0.2226,0.2227,2146239.5182,0.8233,1465.505,327.2523
"UKFS","UKFS_1","BrightVectorNorm",1780,0,0.2226,0.2227,3165418,0.9998,1779.6622,397.1904
"UKFS","UKFS_1","BrightVectorNorm",1780,1,0.2226,0.2227,2512230.3152,0.8907,1585.5018,353.9661
"UKFS","UKFS_1","BrightVectorNorm",1780,2,0.2226,0.2227,2146239.5182,0.8233,1465.505,327.2523
"UKFS","UKFS_2","Raw",1780,0,0.1652,0.1653,3165410,0.9998,1779.66,295.0125
"UKFS","UKFS_2","Raw",1780,1,0.1652,0.1653,2634956.177,0.9122,1623.7549,269.2559
"UKFS","UKFS_2","Raw",1780,2,0.1652,0.1653,2285933.789,0.8497,1512.4306,250.8643
"UKFS","UKFS_2","BrightnessNorm",1780,0,0.2043,0.2044,3165410,0.9998,1779.66,364.6125
"UKFS","UKFS_2","BrightnessNorm",1780,1,0.2043,0.2044,2553700.4601,0.8981,1598.5303,327.6049
"UKFS","UKFS_2","BrightnessNorm",1780,2,0.2043,0.2044,2190063.1989,0.8317,1480.3863,303.4662
"UKFS","UKFS_2","VectorNorm",1780,0,0.2043,0.2044,3165410,0.9998,1779.66,364.6125
"UKFS","UKFS_2","VectorNorm",1780,1,0.2043,0.2044,2553700.4601,0.8981,1598.5303,327.6049
"UKFS","UKFS_2","VectorNorm",1780,2,0.2043,0.2044,2190063.1989,0.8317,1480.3863,303.4662
"UKFS","UKFS_2","BrightVectorNorm",1780,0,0.2043,0.2044,3165410,0.9998,1779.66,364.6125
"UKFS","UKFS_2","BrightVectorNorm",1780,1,0.2043,0.2044,2553700.4601,0.8981,1598.5303,327.6049
"UKFS","UKFS_2","BrightVectorNorm",1780,2,0.2043,0.2044,2190063.1989,0.8317,1480.3863,303.4662
"UNDE","UNDE","Raw",10673,0,0.1868,0.1868,113893488,1,10672.5892,1994.5725
"UNDE","UNDE","Raw",10673,1,0.1868,0.1868,86368220.7726,0.8708,9293.9504,1737.0515
"UNDE","UNDE","Raw",10673,2,0.1868,0.1868,69826252.8952,0.783,8356.7105,1561.981
"UNDE","UNDE","BrightnessNorm",10673,0,0.3132,0.3132,113893488,1,10672.5892,3343.2975
"UNDE","UNDE","BrightnessNorm",10673,1,0.3132,0.3132,88533662.1598,0.8816,9409.7328,2947.8132
"UNDE","UNDE","BrightnessNorm",10673,2,0.3132,0.3132,76821054.6782,0.8213,8765.2621,2745.9865
"UNDE","UNDE","VectorNorm",10673,0,0.3132,0.3132,113893488,1,10672.5892,3343.2975
"UNDE","UNDE","VectorNorm",10673,1,0.3132,0.3132,88533662.1598,0.8816,9409.7328,2947.8132
"UNDE","UNDE","VectorNorm",10673,2,0.3132,0.3132,76821054.6782,0.8213,8765.2621,2745.9865
"UNDE","UNDE","BrightVectorNorm",10673,0,0.3132,0.3132,113893488,1,10672.5892,3343.2975
"UNDE","UNDE","BrightVectorNorm",10673,1,0.3132,0.3132,88533662.1598,0.8816,9409.7328,2947.8132
"UNDE","UNDE","BrightVectorNorm",10673,2,0.3132,0.3132,76821054.6782,0.8213,8765.2621,2745.9865
"WOOD","WOOD_1","Raw",3751,0,0.2245,0.2246,14063194,0.9999,3750.5926,843.069
"WOOD","WOOD_1","Raw",3751,1,0.2245,0.2246,10573946.007,0.867,3252.2605,731.1854
"WOOD","WOOD_1","Raw",3751,2,0.2245,0.2246,8464830.6179,0.7758,2909.9382,654.3284
"WOOD","WOOD_1","BrightnessNorm",3751,0,0.2481,0.2482,14063194,0.9999,3750.5926,931.5927
"WOOD","WOOD_1","BrightnessNorm",3751,1,0.2481,0.2482,11520489.7018,0.905,3394.6847,843.2853
"WOOD","WOOD_1","BrightnessNorm",3751,2,0.2481,0.2482,9686639.8543,0.8299,3112.8368,773.3535
"WOOD","WOOD_1","VectorNorm",3751,0,0.2481,0.2482,14063194,0.9999,3750.5926,931.5927
"WOOD","WOOD_1","VectorNorm",3751,1,0.2481,0.2482,11520489.7018,0.905,3394.6847,843.2853
"WOOD","WOOD_1","VectorNorm",3751,2,0.2481,0.2482,9686639.8543,0.8299,3112.8368,773.3535
"WOOD","WOOD_1","BrightVectorNorm",3751,0,0.2481,0.2482,14063194,0.9999,3750.5926,931.5927
"WOOD","WOOD_1","BrightVectorNorm",3751,1,0.2481,0.2482,11520489.7018,0.905,3394.6847,843.2853
"WOOD","WOOD_1","BrightVectorNorm",3751,2,0.2481,0.2482,9686639.8543,0.8299,3112.8368,773.3535
"WOOD","WOOD_2","Raw",3751,0,0.2093,0.2093,14063130,0.9999,3750.584,785.884
"WOOD","WOOD_2","Raw",3751,1,0.2093,0.2093,10156286.356,0.8497,3187.3929,668.0251
"WOOD","WOOD_2","Raw",3751,2,0.2093,0.2093,7901441.9753,0.7495,2811.4504,589.3517
"WOOD","WOOD_2","BrightnessNorm",3751,0,0.1693,0.1694,14063130,0.9999,3750.584,636.0119
"WOOD","WOOD_2","BrightnessNorm",3751,1,0.1693,0.1694,9788683.4446,0.8342,3129.1872,530.8031
"WOOD","WOOD_2","BrightnessNorm",3751,2,0.1693,0.1694,7194774.6466,0.7152,2682.8078,455.2265
"WOOD","WOOD_2","VectorNorm",3751,0,0.1693,0.1694,14063130,0.9999,3750.584,636.0119
"WOOD","WOOD_2","VectorNorm",3751,1,0.1693,0.1694,9788683.4446,0.8342,3129.1872,530.8031
"WOOD","WOOD_2","VectorNorm",3751,2,0.1693,0.1694,7194774.6466,0.7152,2682.8078,455.2265
"WOOD","WOOD_2","BrightVectorNorm",3751,0,0.1693,0.1694,14063130,0.9999,3750.584,636.0119
"WOOD","WOOD_2","BrightVectorNorm",3751,1,0.1693,0.1694,9788683.4446,0.8342,3129.1872,530.8031
"WOOD","WOOD_2","BrightVectorNorm",3751,2,0.1693,0.1694,7194774.6466,0.7152,2682.8078,455.2265
"WREF","WREF_1","Raw",15151,0,0.15,0.15,229523066,1,15150.5187,2272.9904
"WREF","WREF_1","Raw",15151,1,0.15,0.15,188005818.3034,0.905,13712.0214,2057.2716
"WREF","WREF_1","Raw",15151,2,0.15,0.15,160949045.9848,0.8374,12687.0695,1903.5685
"WREF","WREF_1","BrightnessNorm",15151,0,0.0995,0.0995,229523066,1,15150.5187,1509.0868
"WREF","WREF_1","BrightnessNorm",15151,1,0.0995,0.0995,177673994.2565,0.8798,13329.9409,1327.866
"WREF","WREF_1","BrightnessNorm",15151,2,0.0995,0.0995,143347970.9096,0.7903,11973.3013,1192.8257
"WREF","WREF_1","VectorNorm",15151,0,0.0995,0.0995,229523066,1,15150.5187,1509.0868
"WREF","WREF_1","VectorNorm",15151,1,0.0995,0.0995,177673994.2565,0.8798,13329.9409,1327.866
"WREF","WREF_1","VectorNorm",15151,2,0.0995,0.0995,143347970.9096,0.7903,11973.3013,1192.8257
"WREF","WREF_1","BrightVectorNorm",15151,0,0.0995,0.0995,229523066,1,15150.5187,1509.0868
"WREF","WREF_1","BrightVectorNorm",15151,1,0.0995,0.0995,177673994.2565,0.8798,13329.9409,1327.866
"WREF","WREF_1","BrightVectorNorm",15151,2,0.0995,0.0995,143347970.9096,0.7903,11973.3013,1192.8257
"WREF","WREF_2","Raw",15151,0,0.1631,0.1632,229525690,1,15150.6053,2472.688
"WREF","WREF_2","Raw",15151,1,0.1631,0.1632,177301539.7546,0.8789,13315.9624,2173.3822
"WREF","WREF_2","Raw",15151,2,0.1631,0.1632,148595018.5229,0.8046,12190.4557,1989.7656
"WREF","WREF_2","BrightnessNorm",15151,0,0.1071,0.1071,229525690,1,15150.6053,1623.8684
"WREF","WREF_2","BrightnessNorm",15151,1,0.1071,0.1071,188309266.6011,0.9058,13723.0824,1470.9582
"WREF","WREF_2","BrightnessNorm",15151,2,0.1071,0.1071,158269235.2823,0.8304,12581.0101,1348.6243
"WREF","WREF_2","VectorNorm",15151,0,0.1071,0.1071,229525690,1,15150.6053,1623.8684
"WREF","WREF_2","VectorNorm",15151,1,0.1071,0.1071,188309266.6011,0.9058,13723.0824,1470.9582
"WREF","WREF_2","VectorNorm",15151,2,0.1071,0.1071,158269235.2823,0.8304,12581.0101,1348.6243
"WREF","WREF_2","BrightVectorNorm",15151,0,0.1071,0.1071,229525690,1,15150.6053,1623.8684
"WREF","WREF_2","BrightVectorNorm",15151,1,0.1071,0.1071,188309266.6011,0.9058,13723.0824,1470.9582
"WREF","WREF_2","BrightVectorNorm",15151,2,0.1071,0.1071,158269235.2823,0.8304,12581.0101,1348.6243
"YELL","YELL","Raw",26392,0,0.2241,0.2241,696488438,1,26391.5674,5915.8662
"YELL","YELL","Raw",26392,1,0.2241,0.2241,553406649.5122,0.8914,23525.0967,5273.4341
"YELL","YELL","Raw",26392,2,0.2241,0.2241,478029793.1457,0.8284,21864.3925,4901.2378
"YELL","YELL","BrightnessNorm",26392,0,0.1638,0.1638,696488438,1,26391.5674,4324.223
"YELL","YELL","BrightnessNorm",26392,1,0.1638,0.1638,497640117.1423,0.8453,22308.3488,3655.3478
"YELL","YELL","BrightnessNorm",26392,2,0.1638,0.1638,393432931.5336,0.7516,19835.6439,3250.2921
"YELL","YELL","VectorNorm",26392,0,0.1638,0.1638,696488438,1,26391.5674,4324.223
"YELL","YELL","VectorNorm",26392,1,0.1638,0.1638,497640117.1423,0.8453,22308.3488,3655.3478
"YELL","YELL","VectorNorm",26392,2,0.1638,0.1638,393432931.5336,0.7516,19835.6439,3250.2921
"YELL","YELL","BrightVectorNorm",26392,0,0.1638,0.1638,696488438,1,26391.5674,4324.223
"YELL","YELL","BrightVectorNorm",26392,1,0.1638,0.1638,497640117.1423,0.8453,22308.3488,3655.3478
"YELL","YELL","BrightVectorNorm",26392,2,0.1638,0.1638,393432931.5336,0.7516,19835.6439,3250.2921
